user_id,trip_frequency,average_booking_value,destination_diversity,session_duration,search_behavior_frequentsearcher,search_behavior_occasionalsearcher,search_behavior_raresearcher
52,4.0,463.3886543141832,9.0,46.303647850801326,False,True,False
53,1.0,405.0415596382309,,31.033742880838577,False,True,False
54,5.0,745.8290838297595,4.0,35.59495615261355,True,False,False
55,,625.797348123877,6.0,42.7176599678259,False,False,True
56,7.0,254.80060381017682,8.0,,False,False,True
57,6.0,488.94799545358234,9.0,30.692419232525097,False,False,True
58,5.0,386.19274993680926,2.0,7.999119110093681,False,False,True
59,9.0,672.799935921978,5.0,17.07196956338112,False,True,False
60,5.0,485.2037328585869,8.0,135.7208151633153,False,False,True
61,0.0,76.06576868085415,5.0,22.873444205518012,False,True,False
62,8.0,592.0091822330517,3.0,16.637607400746727,False,False,True
63,7.0,597.7599610279246,7.0,92.83663354934339,False,False,True
64,3.0,233.08761345897642,6.0,36.86967860882031,False,False,True
65,5.0,354.84000516660853,9.0,48.183291615636854,False,True,False
66,3.0,409.4289436637685,3.0,15.317244938301526,False,False,True
67,8.0,591.052756108904,9.0,63.41506915733919,False,False,True
68,6.0,543.5517131538357,8.0,114.05048195520118,False,True,False
69,6.0,526.465954627766,4.0,56.95658418004884,False,True,False
70,4.0,387.0408581344757,7.0,4.830308173790764,True,False,False
71,2.0,273.91014813865905,4.0,148.24142190098158,False,False,True
72,4.0,419.0359842125521,6.0,9.303239406812322,False,True,False
73,,523.5852508104565,6.0,5.90607615300764,False,True,False
74,5.0,419.66656756462737,,112.75913409421196,True,False,False
75,5.0,253.8771659542709,,13.268077742395448,False,False,True
76,5.0,350.605197613943,8.0,5.426644015142822,False,False,True
77,,393.1636322709235,2.0,23.628227481759264,False,True,False
78,5.0,727.0321548596291,2.0,48.734544231133604,True,False,False
79,5.0,559.4809349980126,4.0,2.4853597283486595,False,False,True
80,8.0,494.8740105071273,1.0,43.91887545915031,False,False,True
81,2.0,528.105307615088,4.0,85.01135566052704,True,False,False
82,6.0,546.401639223125,5.0,,False,False,True
83,5.0,202.8980744612461,1.0,34.279423057665795,True,False,False
84,5.0,681.587840867155,7.0,4.440208145003999,False,True,False
85,2.0,297.7307478216609,1.0,40.77064462803448,False,False,True
86,3.0,,2.0,107.7615590053573,False,False,True
87,0.0,628.4167742117088,9.0,0.6519371224994298,False,False,True
88,2.0,338.1481232828183,4.0,3.353803486013093,False,True,False
89,,402.4873942091247,9.0,18.137273412690515,True,False,False
90,6.0,426.1682980131865,2.0,4.773526612701369,False,True,False
91,9.0,772.1913635961175,9.0,39.27844714329343,False,True,False
92,3.0,388.3615184230424,1.0,,True,False,False
93,3.0,370.34901250064974,2.0,56.24373408153762,True,False,False
94,9.0,,3.0,3.3231446366828385,False,False,True
95,6.0,239.23896413058054,1.0,13.946465747985362,False,False,True
96,2.0,612.396098097855,7.0,9.762311711687888,True,False,False
97,4.0,554.8969800359245,5.0,1.3369889250552658,True,False,False
98,6.0,517.2063978282389,8.0,79.10625380051967,False,True,False
99,7.0,596.0735056600389,5.0,2.2550384755167836,False,True,False
100,6.0,507.00535276393435,1.0,24.799817045081085,True,False,False
101,6.0,398.74746687600583,4.0,,True,False,False
102,3.0,543.2675863421961,5.0,11.429227335923972,True,False,False
103,4.0,524.0821924915676,7.0,47.78555175621202,False,True,False
104,3.0,277.6456166738685,6.0,20.15562824999122,False,False,True
105,5.0,1003.6477459429236,,2.6063618904960992,False,False,True
106,3.0,479.3532485888368,1.0,58.88570010704428,False,True,False
107,7.0,573.0017144981254,2.0,9.640296350102695,False,True,False
108,5.0,368.8798186464377,8.0,34.73747368646167,False,False,True
109,0.0,405.45919930902744,6.0,80.42706078574258,False,False,True
110,4.0,658.3927452144803,4.0,51.908159548292666,False,False,True
111,6.0,505.4228056022366,9.0,5.694325175672377,False,False,True
112,6.0,458.9950725986095,7.0,8.395487390151974,False,False,True
113,6.0,413.17943586538746,1.0,27.476263322535903,True,False,False
114,10.0,606.9150702745411,9.0,1.6901862339403246,False,True,False
115,6.0,294.6164056801565,5.0,77.70256372414906,True,False,False
116,9.0,339.82988617843154,8.0,15.547241988973768,True,False,False
117,6.0,313.43086329781124,6.0,8.321178075568309,False,True,False
118,7.0,345.5105913598634,2.0,1.5640560947921323,False,True,False
119,5.0,487.3409391520982,4.0,5.701813169179585,False,True,False
120,4.0,651.0926656700414,6.0,37.68275098857778,False,False,True
121,7.0,555.52281090603,2.0,,False,True,False
122,3.0,400.93201414090925,4.0,28.662284848681622,False,True,False
123,4.0,376.49554392418736,2.0,23.820918840869165,False,True,False
124,9.0,633.4764292659415,7.0,5.088826023041346,False,True,False
125,,538.6779274254495,4.0,57.18992378987553,False,True,False
126,3.0,443.9775044588157,3.0,27.15805455574647,True,False,False
127,4.0,476.4862477707289,9.0,21.635732475652404,False,True,False
128,2.0,381.6226315745082,4.0,32.740023378928164,True,False,False
129,4.0,399.54658674174993,9.0,13.98772616417442,False,False,True
130,9.0,353.06672053087414,5.0,20.22387334455902,False,True,False
131,3.0,877.6533267010489,6.0,7.346201671281652,False,True,False
132,3.0,550.8360439254844,5.0,62.621821054425936,True,False,False
133,3.0,504.4441187607348,7.0,4.30980362391101,False,False,True
134,2.0,527.5313209438118,6.0,22.22045478952905,False,False,True
135,7.0,199.67275339428386,,9.829178792791351,False,False,True
136,2.0,533.6517818185328,8.0,4.584049636824861,False,True,False
137,3.0,511.2490999178827,1.0,11.464107736777228,False,True,False
138,1.0,440.5030792458754,5.0,46.583352360917324,False,False,True
139,3.0,382.8115535287152,7.0,53.62681143297199,False,True,False
140,2.0,162.45002015261304,4.0,5.219369426610128,False,True,False
141,4.0,461.93634215110893,1.0,3.9669637079916917,False,True,False
142,9.0,298.4989240260861,3.0,17.338552407672992,False,False,True
143,8.0,514.9355192766182,2.0,,False,False,True
144,6.0,440.16451031281406,6.0,4.062070351136748,False,False,True
145,5.0,415.51887539594605,5.0,45.705645411882564,True,False,False
146,3.0,841.2524919770719,8.0,70.15582189942822,False,True,False
147,3.0,352.79658615731773,3.0,37.81554935718924,False,False,True
148,5.0,340.6569437529325,8.0,23.780187194378225,True,False,False
149,5.0,574.3042887094078,5.0,30.094178213785064,False,False,True
150,3.0,493.55262957018397,7.0,1.480578625885885,False,True,False
151,5.0,482.27844134825216,8.0,32.65635373554593,False,True,False
152,8.0,443.14000601939307,3.0,27.792617050470174,False,False,True
153,5.0,831.1885899974084,7.0,51.532194341301235,True,False,False
154,3.0,656.4985617616176,4.0,22.491417531444377,False,False,True
155,8.0,466.51955803436897,6.0,136.1228823721433,False,False,True
156,4.0,490.00683864304517,8.0,21.495041046323202,False,False,True
157,5.0,659.4945033811377,5.0,,True,False,False
158,4.0,533.7281697248808,3.0,36.386367347346734,True,False,False
159,4.0,483.6754325325124,6.0,7.413789375737933,False,False,True
160,4.0,593.8746828223769,9.0,14.11949608950086,False,False,True
161,5.0,691.984014132101,2.0,65.64715464718022,False,True,False
162,8.0,457.55938552452074,5.0,59.202099612516285,True,False,False
163,3.0,631.0456199711928,4.0,21.079792436382498,True,False,False
164,5.0,487.60482365461377,2.0,12.724398716985313,False,True,False
165,9.0,325.6527560573146,3.0,36.60353374356267,True,False,False
166,4.0,264.04042157582103,1.0,53.88358567911315,False,True,False
167,3.0,650.7331194306695,1.0,9.97164036071309,False,True,False
168,7.0,447.00785727985465,5.0,13.897996921623676,False,False,True
169,1.0,454.8552679696264,9.0,31.395908723639856,False,True,False
170,4.0,570.9111482974922,4.0,13.833519745498172,False,True,False
171,2.0,183.17612164079316,6.0,3.522145058082044,False,False,True
172,4.0,484.7192334269662,5.0,26.604806411383574,False,True,False
173,3.0,464.1666399199063,2.0,25.138909618074592,False,False,True
174,3.0,889.3775574895627,4.0,27.651192018184386,False,True,False
175,7.0,432.52612005026674,6.0,59.60592254080417,False,False,True
176,4.0,520.7047398182143,4.0,115.98269849488106,False,True,False
177,5.0,,9.0,14.97085823140977,True,False,False
178,5.0,501.69177185780734,8.0,14.021898093132123,False,False,True
179,4.0,,4.0,0.871561302221824,False,True,False
180,5.0,340.2794094471696,4.0,14.629560842959123,False,False,True
181,,538.0524924345398,4.0,0.04830842666349261,True,False,False
182,4.0,516.5350029765818,9.0,24.09069916623203,False,False,True
183,5.0,467.5988145849878,3.0,11.100103329554564,False,False,True
184,2.0,460.5299182919613,7.0,14.686120932644096,False,True,False
185,5.0,260.7414463699115,7.0,0.5630380144018164,False,False,True
186,2.0,348.2807571475919,4.0,2.7723751139825783,False,False,True
187,7.0,,8.0,16.01086130217841,True,False,False
188,,338.04169282268305,4.0,,False,False,True
189,7.0,402.30421732632783,4.0,43.49013425143093,False,False,True
190,3.0,614.9399778594518,4.0,32.3263135774438,False,True,False
191,3.0,658.4102430637715,2.0,18.391709078095623,False,False,True
192,4.0,446.2643927275186,6.0,55.82173076308884,False,True,False
193,2.0,680.5143027004532,3.0,8.034036539835052,False,False,True
194,7.0,541.0650650725089,5.0,39.19196794618984,False,True,False
195,6.0,683.790805411076,8.0,,False,True,False
196,4.0,597.5808684952341,8.0,10.893257392434368,False,True,False
197,5.0,704.9950316356864,5.0,12.870191328567126,True,False,False
198,4.0,,8.0,18.665573984065126,False,False,True
199,6.0,767.7311583652715,8.0,41.12797857295759,True,False,False
200,3.0,530.5605902334285,2.0,124.5810209037104,False,True,False
201,3.0,651.382715207816,8.0,56.866846164962546,False,True,False
202,5.0,612.6354417806367,,63.39488381257261,True,False,False
203,7.0,509.0078588395291,5.0,54.418799484835816,False,False,True
204,5.0,616.3238852527429,6.0,19.013837870080867,False,True,False
205,6.0,483.56689957339967,2.0,9.78458333635762,False,True,False
206,3.0,299.23581853988946,,24.49042943333282,True,False,False
207,4.0,376.0078065740324,6.0,11.71972694600145,False,True,False
208,4.0,163.09192289825774,4.0,12.217723414529212,True,False,False
209,5.0,398.60858534606876,6.0,1.6883552864745504,False,True,False
210,5.0,583.4406834506324,3.0,78.26430537519266,True,False,False
211,5.0,601.4263755583431,9.0,86.10833237791279,True,False,False
212,7.0,389.35099158253735,2.0,17.006033212056497,True,False,False
213,11.0,369.36765215346134,7.0,13.542707700342612,True,False,False
214,4.0,595.0971534836651,8.0,32.136989997904,False,False,True
215,5.0,467.13035336637677,,0.9035972932550945,False,False,True
216,4.0,609.527148895316,3.0,8.560659768710265,False,True,False
217,1.0,411.9363762950356,4.0,40.066699328202645,True,False,False
218,8.0,321.57581402098856,3.0,22.407113031272438,False,False,True
219,5.0,820.0049679663606,8.0,31.219201361469537,True,False,False
220,3.0,473.44246319857956,8.0,10.206770954172459,True,False,False
221,5.0,691.2967022536797,1.0,68.11491233158004,True,False,False
222,7.0,480.39403629162905,6.0,1.5611119294642792,False,False,True
223,8.0,728.7721852881056,8.0,6.628345138848299,False,True,False
224,6.0,421.40047543997457,4.0,27.00397525301244,True,False,False
225,8.0,524.1350783188473,9.0,35.197959352029756,True,False,False
226,3.0,310.568397867766,3.0,20.9577285148376,False,True,False
227,5.0,358.14939400964784,5.0,45.205199930979425,True,False,False
228,7.0,389.57119877349805,6.0,73.78955847615009,False,False,True
229,,458.3919867736755,7.0,,False,False,True
230,6.0,362.5141335155986,1.0,16.22925936444436,False,True,False
231,10.0,460.7283765885298,3.0,102.24573291745075,False,False,True
232,4.0,750.3548216949276,4.0,2.0204593672933564,True,False,False
233,7.0,449.07482099830463,4.0,5.7422905504269535,False,True,False
234,,524.7383851530481,6.0,7.1212731843505335,False,True,False
235,8.0,607.4670504306564,5.0,24.154235455313017,True,False,False
236,6.0,498.8414413511045,1.0,28.930749303653904,False,False,True
237,2.0,469.6563687216756,1.0,8.555908946126827,True,False,False
238,4.0,660.6945348263347,6.0,0.061525240806536756,True,False,False
239,3.0,479.72010614636844,9.0,7.904837852559624,False,True,False
240,4.0,493.44846837298724,9.0,25.77502028359702,False,False,True
241,6.0,466.0776360514219,7.0,11.157057582230061,True,False,False
242,9.0,514.1389132104202,2.0,8.118508350081973,False,True,False
243,7.0,561.1246059428565,8.0,47.27919952174028,True,False,False
244,7.0,633.9893153080106,8.0,16.989925975154197,False,True,False
245,,518.500366642274,3.0,45.14147775004791,False,True,False
246,9.0,587.3721303213699,6.0,5.707227876118856,True,False,False
247,5.0,413.91952759265854,7.0,4.655916057896934,False,False,True
248,6.0,454.66592358663667,1.0,,False,True,False
249,7.0,339.2597869640067,5.0,1.3645545972498117,True,False,False
250,7.0,387.8523840304639,,78.69458659388852,False,True,False
251,,461.8606847001384,1.0,70.63953941546535,False,False,True
252,,762.7574128968479,1.0,21.314008032620773,True,False,False
253,6.0,322.09418879883583,5.0,103.28839319897189,False,False,True
254,4.0,191.3266827095506,4.0,9.571016012899763,False,True,False
255,3.0,322.72316783118833,5.0,2.404694793296421,False,False,True
256,2.0,404.99871726944,2.0,,True,False,False
257,0.0,630.6812195798061,8.0,16.552568121217096,False,False,True
258,5.0,398.1338029984254,4.0,,False,False,True
259,3.0,464.4919033773169,2.0,,False,False,True
260,4.0,408.3689763820394,4.0,46.37297672304544,True,False,False
261,7.0,497.36336061447207,5.0,30.851565853534787,True,False,False
262,7.0,289.0352651360573,7.0,28.106035273250104,True,False,False
263,4.0,716.6817564757083,9.0,69.08453261613987,False,True,False
264,,534.1515878331601,4.0,27.8692043264871,False,False,True
265,3.0,624.1808561490043,6.0,4.266508345498734,False,False,True
266,7.0,373.34956224831717,2.0,9.982669762345976,True,False,False
267,5.0,672.1111101130559,1.0,22.93978734052451,False,True,False
268,3.0,537.0230143423111,7.0,5.218437020787077,False,True,False
269,,667.1545281263024,,47.58968928677393,False,False,True
270,5.0,503.5264220423619,7.0,11.667504924151062,True,False,False
271,5.0,625.1522950016695,1.0,10.553997903011888,False,False,True
272,2.0,530.729357045245,,29.012437540913588,True,False,False
273,6.0,483.96117661478974,3.0,70.25108256732912,True,False,False
274,5.0,393.6950215959655,3.0,10.93175710282796,True,False,False
275,3.0,571.5736382566727,8.0,33.094529984269236,True,False,False
276,2.0,324.51052817046525,5.0,7.666367803710295,False,True,False
277,8.0,573.094292504332,3.0,2.880515248201275,False,False,True
278,7.0,277.4373436195375,9.0,39.28298153300749,False,True,False
279,8.0,167.6433731106609,3.0,38.61217266651346,False,True,False
280,5.0,520.8292670576827,7.0,54.56250433214761,True,False,False
281,4.0,724.1217461145997,4.0,0.2219042963420353,False,True,False
282,4.0,278.00210407997815,,5.268816917341928,True,False,False
283,7.0,637.891433286358,6.0,16.157191885065714,False,False,True
284,7.0,591.2366767740978,3.0,45.20606335811923,False,False,True
285,3.0,479.565187045884,1.0,14.987168223253354,False,False,True
286,,390.3967067963887,4.0,0.7008167907210051,True,False,False
287,,840.7776329265134,8.0,10.19145626087435,False,False,True
288,5.0,430.06662421432986,4.0,4.780453450877996,False,False,True
289,5.0,517.2007614672044,5.0,22.00768697802518,False,True,False
290,9.0,537.0637257787514,2.0,69.07073333911383,False,True,False
291,7.0,395.10048791956143,6.0,18.853193411194315,False,True,False
292,,389.3086102186345,6.0,9.112898348429498,True,False,False
293,5.0,513.7079394718862,6.0,4.977199264895254,False,False,True
294,2.0,398.7103957789859,7.0,8.162474094828228,False,True,False
295,9.0,435.50449699071595,4.0,16.13462073164169,False,True,False
296,5.0,533.2983250597887,2.0,7.642566366102058,False,True,False
297,5.0,331.84524784279176,6.0,11.803361420146366,False,True,False
298,6.0,482.5905667656457,8.0,3.316387983325797,True,False,False
299,6.0,182.78378096703318,2.0,40.753011305112324,False,True,False
300,3.0,505.8751854264713,8.0,40.28562644178651,False,True,False
301,5.0,530.6160907532686,5.0,3.66611741625688,True,False,False
302,4.0,241.85622909928526,3.0,15.025522878517673,False,False,True
303,2.0,439.8622036437002,7.0,1.8240545843759042,False,True,False
304,2.0,343.94410220127855,9.0,12.210572532407802,False,False,True
305,8.0,716.5008039614437,5.0,25.294093643809124,False,True,False
306,6.0,489.91576895178355,2.0,23.769989724233934,False,False,True
307,6.0,413.4143677868511,2.0,43.8448968065304,True,False,False
308,3.0,334.13639231548564,3.0,2.074208857758386,False,False,True
309,7.0,568.8406399474047,1.0,113.88933787275596,True,False,False
310,3.0,768.8132380603056,,35.301467826805805,False,False,True
311,6.0,516.0324592539184,9.0,46.31230296021259,False,False,True
312,4.0,368.1368780839598,7.0,4.2381539804882085,False,False,True
313,4.0,545.1125220401537,9.0,11.164711684434662,False,False,True
314,2.0,339.7243824040704,7.0,59.23201195894143,False,True,False
315,7.0,514.3237946607426,8.0,32.600572062931356,False,True,False
316,7.0,604.5296055540364,9.0,21.348204096649027,False,True,False
317,4.0,186.91461878574086,7.0,0.20827186555300647,False,False,True
318,5.0,646.7471666521196,8.0,8.264958552452114,True,False,False
319,3.0,558.100352825081,,58.22805314161099,True,False,False
320,6.0,721.7107571670856,1.0,40.40147274682848,False,True,False
321,7.0,669.5567487878909,8.0,113.61504861070169,True,False,False
322,4.0,684.7164170875863,8.0,37.94233148534105,True,False,False
323,5.0,480.5355559528205,5.0,40.49516752607225,True,False,False
324,8.0,636.4299532461615,1.0,50.53314674630176,True,False,False
325,11.0,413.40732132926405,1.0,58.89124237705106,True,False,False
326,3.0,473.17106841566505,3.0,43.14857923172349,False,False,True
327,0.0,483.4204287625435,8.0,59.09958996885617,True,False,False
328,6.0,561.9956471155465,9.0,33.80953607258153,False,False,True
329,7.0,523.3763618639189,4.0,27.75612165339599,False,True,False
330,8.0,744.0974036384424,2.0,47.114530747312116,False,True,False
331,2.0,179.9380236858171,4.0,18.150280617173642,True,False,False
332,3.0,724.355153490099,7.0,6.5008820121118225,True,False,False
333,4.0,527.8147079018432,9.0,1.234976891970418,False,True,False
334,7.0,496.05055667501506,8.0,6.40579740655964,True,False,False
335,0.0,182.9460287620493,5.0,48.62895788301028,False,True,False
336,11.0,460.55256942928685,6.0,73.27393647878806,False,False,True
337,1.0,462.3555776952025,,7.942737243833548,True,False,False
338,4.0,303.7222405582029,2.0,17.66153996704555,False,False,True
339,1.0,615.2344703745155,6.0,20.7340877107466,False,True,False
340,4.0,679.0934590582566,4.0,,True,False,False
341,1.0,403.50686066727246,6.0,9.202798144478336,False,False,True
342,4.0,692.7068358192008,2.0,7.293492641487222,False,False,True
343,4.0,701.2656908001496,4.0,64.96654577925095,True,False,False
344,9.0,738.6434064330285,6.0,67.4667764132926,False,True,False
345,5.0,440.4680622706635,9.0,14.578995022886696,False,True,False
346,7.0,613.6511101788656,2.0,26.026004252282647,True,False,False
347,4.0,673.886161066031,7.0,7.618461158336187,False,True,False
348,3.0,390.3983392430472,7.0,60.742003519412336,False,False,True
349,12.0,431.66041954637217,8.0,6.7822306244321515,False,False,True
350,3.0,560.9780665980298,9.0,1.0609969216908601,False,False,True
351,3.0,528.3988154681808,3.0,39.0897329468722,True,False,False
352,2.0,557.8887047420789,7.0,7.628736509752883,False,False,True
353,6.0,899.2277321414572,8.0,20.143093338695397,False,True,False
354,3.0,625.6586767948168,7.0,59.368117520228566,True,False,False
355,5.0,566.7620543317124,5.0,20.64527476525362,True,False,False
356,10.0,504.07417403748565,8.0,0.1267443449909363,False,True,False
357,4.0,757.7856380302755,2.0,47.273902781977064,True,False,False
358,9.0,411.13224109530654,6.0,14.162797067923073,False,False,True
359,8.0,799.4434354607704,9.0,27.09694845087412,False,False,True
360,5.0,725.9311597412468,6.0,50.58657307250375,True,False,False
361,,389.8890861330176,6.0,2.399781475157764,False,False,True
362,4.0,393.63351579344084,9.0,39.012393314352245,False,False,True
363,4.0,437.26910238741226,1.0,23.345392421811514,True,False,False
364,6.0,116.1477319155428,7.0,69.51415167236834,False,True,False
365,5.0,173.2626332658208,4.0,25.256106570946326,False,False,True
366,5.0,656.7661250917029,9.0,23.796203902751813,False,True,False
367,4.0,560.2676742466249,5.0,99.90292914128983,False,False,True
368,5.0,539.8844736967301,2.0,36.56513700075698,False,True,False
369,5.0,332.1663336687585,5.0,0.5838282878684795,False,True,False
370,3.0,278.7343681839949,6.0,2.8279733926917103,False,True,False
371,4.0,799.6206386891611,4.0,16.277060168844198,False,True,False
372,4.0,819.8254647018487,,55.752573529800095,False,False,True
373,4.0,598.1664384809906,9.0,14.938468268507368,False,False,True
374,6.0,639.3953224539036,6.0,70.50059184887263,True,False,False
375,3.0,443.4045789186694,9.0,50.48669120976957,False,True,False
376,4.0,607.8256339010156,7.0,19.363890504620183,False,False,True
377,4.0,585.3829698926693,6.0,24.532269189025968,False,True,False
378,8.0,484.0240735531082,8.0,34.66376466251291,False,True,False
379,5.0,601.3884007196075,8.0,0.9559193918819463,False,False,True
380,4.0,403.3167957038438,7.0,12.843921762076052,False,False,True
381,5.0,630.2939370142819,9.0,4.171942089618869,False,True,False
382,,453.81958650846667,6.0,46.723095535604905,False,False,True
383,7.0,495.27075027174203,6.0,95.90607224562267,False,True,False
384,1.0,,3.0,15.28459734699947,False,True,False
385,1.0,531.2640203053966,3.0,10.566824195311883,False,True,False
386,5.0,456.20037546112354,6.0,81.28455758354762,False,False,True
387,3.0,632.4255565990702,9.0,2.3740424006291523,False,False,True
388,11.0,358.9236449678896,9.0,7.308733414928378,True,False,False
389,6.0,169.88192203288935,5.0,19.81524541179781,False,False,True
390,5.0,217.75102537307924,9.0,6.137636393109904,False,False,True
391,4.0,210.7615770037744,2.0,61.27857297785298,True,False,False
392,8.0,650.4121909833242,1.0,17.47123173424438,True,False,False
393,4.0,695.5592009893998,1.0,34.57147817761704,False,False,True
394,4.0,251.1484167106428,4.0,23.402983007513967,False,False,True
395,9.0,322.34734837930455,1.0,2.0968308452636464,False,True,False
396,2.0,333.01885734636767,4.0,0.4115912365103393,False,False,True
397,4.0,586.069545342663,3.0,38.66634599898732,False,True,False
398,6.0,456.95060081204394,8.0,20.175708838895602,False,True,False
399,6.0,384.2704841567534,7.0,0.2557758554679766,False,False,True
400,9.0,685.6820217987413,6.0,4.260885286290286,False,False,True
401,3.0,627.4395691520544,,6.089172806437505,True,False,False
402,3.0,415.89993959805315,2.0,3.8264198062839023,False,True,False
403,5.0,413.7676839511961,9.0,10.291225341645223,False,True,False
404,5.0,701.2837010700017,8.0,1.5981287206259605,False,True,False
405,5.0,759.2123970924051,8.0,159.7033514566927,False,False,True
406,9.0,689.1666524212043,4.0,78.80609727766065,True,False,False
407,,372.28291031265974,3.0,40.31471947616482,False,True,False
408,3.0,784.6672348111676,3.0,43.47038878755603,False,True,False
409,5.0,516.1290627079856,4.0,3.3624077098249456,False,False,True
410,,500.98079124839876,8.0,23.259699219038808,True,False,False
411,3.0,659.0297764493339,9.0,65.81686157759388,False,True,False
412,4.0,501.8633283863557,5.0,51.92206907755679,False,True,False
413,5.0,602.1964166368971,4.0,55.0555773956272,False,True,False
414,6.0,340.2593158758694,3.0,10.665723154691905,False,False,True
415,9.0,378.31266827969444,8.0,3.8902917579603433,True,False,False
416,1.0,399.83526780549397,7.0,50.655899960425174,False,False,True
417,8.0,668.4762010364705,9.0,5.531828303321655,False,False,True
418,4.0,588.8103028467397,4.0,30.507880088445912,False,True,False
419,,481.5814043174249,3.0,1.5076182732986472,False,True,False
420,5.0,561.9121585675175,,61.258733734032084,True,False,False
421,4.0,275.98733089174425,6.0,74.48987803629939,False,False,True
422,4.0,439.03921046858966,9.0,98.63312831255291,False,False,True
423,4.0,,8.0,,False,False,True
424,3.0,648.4411068438226,9.0,15.542417579083802,False,False,True
425,9.0,763.8136106543976,1.0,2.999916375460558,True,False,False
426,,565.7011895327956,7.0,11.256944933842904,True,False,False
427,6.0,732.9307386853837,1.0,67.8916029394752,True,False,False
428,5.0,203.00072969810327,6.0,,True,False,False
429,5.0,291.88934582457057,7.0,0.7599015925946785,True,False,False
430,8.0,526.2351962085844,7.0,8.800477811098823,False,True,False
431,4.0,763.5535393913749,4.0,17.786034482749308,False,True,False
432,6.0,474.46599062516606,7.0,29.183668132385147,True,False,False
433,5.0,,,28.256673375514776,False,False,True
434,4.0,580.5486709852455,2.0,15.893143438412615,True,False,False
435,8.0,432.86930899764013,7.0,17.831848035336453,False,False,True
436,3.0,505.7608476769552,6.0,1.2043709598989512,True,False,False
437,8.0,560.0219006983436,9.0,26.414274152285625,True,False,False
438,5.0,530.3842167647222,,16.088796098778193,False,True,False
439,8.0,309.942218751891,3.0,21.504063518782583,False,False,True
440,4.0,771.3472335910528,4.0,3.203056255140033,False,False,True
441,6.0,588.7773233346941,2.0,21.047246918898892,True,False,False
442,8.0,547.8322615703865,6.0,44.658148068600305,False,True,False
443,2.0,541.0066074394425,6.0,1.339626476394256,False,False,True
