trip_frequency,average_booking_value,destination_diversity,session_duration,search_behavior,loyalty_score,discount_usage_rate,booking_lead_time,cancellation_rate,weekend_travel_ratio,app_engagement_score
8.0,570.5997786637271,3.0,16.856990036080607,1,41.95225576158265,0.4835958919818457,28.0,0.0119395202301669,0.8276392109708387,48.63742406467545
1.0,666.2820615174347,4.0,15.351842126649572,2,80.22260188878339,0.5463260894880323,26.0,0.1856381553710336,0.9648915543567016,28.28924042197725
6.0,656.8603324215977,9.0,29.889531830299763,0,58.23264994813506,0.7467822464421668,15.0,0.1262870450940915,0.4984346415993625,72.62423309976994
5.0,504.7031046124266,1.0,16.874931578886653,0,1.046620108469909,0.4994159794033087,27.0,0.2256085256777443,0.6024284718086533,39.338753398459644
7.0,318.5042455725302,7.0,86.43665495123494,1,98.04030734488796,0.957154827740212,23.0,0.4033713124075458,0.0352182180965708,46.68547244027022
4.0,514.7535198045033,5.0,3.953999060038542,1,52.10121275619407,0.8033076307103152,3.0,0.3620551925060877,0.5201353434518022,98.6659659853602
4.994912805696007,364.8317706560083,7.0,24.490744375869173,0,87.77472768604878,0.2767767203605289,6.0,0.1488407994348677,0.9861605504355851,51.48274920599016
3.0,599.764544848256,7.0,3.859691088397792,1,94.99876537310428,0.8044178870215577,28.0,0.3364806433480939,0.738569466489845,81.56560253356717
6.0,475.2931263418535,4.993817603831228,20.104146729642885,0,46.8638423718872,0.4071610967782944,2.0,0.1521227462056131,0.6494100393003581,82.23346136004909
3.0,467.3862022144695,4.0,5.001930082269991,2,57.76990446325186,0.2249923696333173,7.0,0.4367298261777184,0.3760483411172309,94.18048272790578
2.0,260.1761296069427,9.0,47.69965926454973,2,14.49117895430012,0.931233930255885,17.0,0.4278043661879456,0.6228595981769351,11.74693867341653
9.0,440.933503496208,9.0,39.02193115661871,1,86.23030045205981,0.2276936608627845,1.0,0.4128313402003394,0.2633205450500123,70.2808944288409
6.0,524.5622483402374,2.0,86.43665495123494,2,82.44656489471302,0.726975842338642,21.0,0.4440253894076355,0.2907851427906698,16.41356097874067
10.0,685.8004310625313,3.0,23.99267622146657,1,44.88954009561419,0.9888819454777534,6.0,0.3598444785807886,0.0322496856075962,54.96024742962168
4.0,474.0760124075672,9.0,4.581023910219317,2,45.05151936007966,0.172811976337918,25.0,0.0750810123152109,0.9571574239785612,75.90884153786219
4.994912805696007,453.5309091335783,5.0,7.56121738154541,2,81.09000479714507,0.2460326062797471,4.0,0.221367656972241,0.4198644520827115,45.07993684753028
9.0,484.71403766679447,2.0,2.051933224595895,1,38.623106358019534,0.5258492894216108,1.0,0.4140772716817509,0.9629007893426594,74.83909275105857
3.0,588.5254541206353,4.993817603831228,49.0905496103149,0,11.42415772974996,0.6699991207165115,19.0,0.4467931411205075,0.4578808153459364,54.197983929320834
2.0,430.5634620665917,7.0,18.175071870160885,2,36.61093657650223,0.6069345952449003,0.0,0.3413990417081164,0.7220357728517272,33.766724813319
3.0,535.171598026044,1.0,11.989225521672466,2,84.7865965944355,0.0869464096626748,1.0,0.2496743285937876,0.5124317920964973,6.00521627029158
10.5,271.8982469413152,1.0,12.51058931991931,2,98.17536744432006,0.2331925301002987,4.0,0.4817141888645624,0.1472867216912239,41.157197146686045
8.0,314.5855124286194,9.0,24.040537187727924,0,93.30092707503248,0.3729641998611925,10.0,0.2266595240716087,0.6693039593867868,2.999768280485504
6.0,504.7031046124266,9.0,23.94118880134311,1,77.15498226510437,0.8726249820019545,10.0,0.0077763182264319,0.5831767791995256,28.45867019843856
2.0,364.9644785811711,6.0,7.154901580670389,2,17.33539267245905,0.4318222290557714,18.0,0.0601437771264243,0.1778630285917344,38.92758773043761
4.0,636.7069339839238,7.0,19.706699459197537,1,55.92365569420863,0.8758214154423383,13.0,0.3251954471617294,0.9085925680676472,11.796682339943487
5.0,526.7141983497636,4.993817603831228,23.60287735661541,0,89.75226481124074,0.208995257918621,8.0,0.146416665782269,0.0704981917464123,41.63104656692166
6.0,577.9738752775033,1.0,6.130680153702473,0,19.450290353041687,0.8945945924661702,20.0,0.0186893987389203,0.1094277338144187,90.96296891671638
7.0,533.0840504442939,9.0,21.691856103669164,2,28.74113914373056,0.6485701735366353,27.0,0.3707250810780829,0.8298650043218981,7.0973724348542095
4.994912805696007,364.4443914349458,9.0,41.30639716610252,2,66.79407444667932,0.3110217380477023,12.0,0.1402800040742948,0.3015049235472,40.12439382333176
4.0,522.7379011851194,7.0,25.89563667054167,2,63.6876369027471,0.0777772010490399,24.0,0.3862215950428701,0.4816833679310479,62.58034930076886
3.0,649.9125886178393,5.0,22.652337641743053,2,60.42402205006185,0.7028409164991413,14.482361076707123,0.1615913319169365,0.5832787436475708,91.83082736339064
2.0,615.8673547548991,1.0,26.30527111379755,2,94.72012611040132,0.288715994493084,0.0,0.0228149765186783,0.5799202418166138,2.770693278999825
3.0,633.7862993661325,4.0,27.354803186403423,1,1.5810268365766378,0.4433882266590944,25.0,0.4981759985930066,0.7993859379667508,64.09876553240532
4.0,504.7031046124266,2.0,24.632664582101423,0,92.37090527426876,0.2815834549923632,1.0,0.2757705230155701,0.7925522496317439,6.6058126736155405
6.0,762.0235750205252,2.0,78.88843999988555,1,11.944548499370676,0.4533770644052664,14.482361076707123,0.0357416266601844,0.9970519040490312,34.81746679371132
4.0,232.1727478863885,1.0,1.3326641171836526,1,91.76393080318304,0.9527709884022248,4.0,0.3142196010728788,0.076453981261105,35.26960165144504
3.0,598.8145049750782,7.0,17.924990206641674,2,11.961976293801902,0.4994159794033087,7.0,0.3096226452704383,0.4602126753730614,66.07857923784232
1.0,480.783962773233,2.0,18.998803058364416,2,8.938180135285489,0.1812327670379706,18.0,0.136275637687237,0.4854337570571273,85.71934973457073
4.994912805696007,504.7031046124266,7.0,31.446961136010447,2,40.90243539293126,0.4567960190888754,3.0,0.4398244115688006,0.2345173158073124,11.996920028486768
5.0,693.4132850561996,4.993817603831228,26.403440181844605,1,30.002406083898336,0.6062850119549062,4.0,0.2432888682696317,0.533624530425443,32.57909220571587
3.0,407.0693365063872,4.993817603831228,52.06991876023619,1,45.21430356595915,0.8296229751911589,20.0,0.1488289869840728,0.1828578881707897,26.452521036552312
10.0,621.6301928564164,1.0,0.3882515446485376,0,10.199809494954648,0.5181957164468585,24.0,0.0545113343265553,0.4984346415993625,58.85581640334653
6.0,477.804419885878,7.0,86.43665495123494,2,41.09610995772086,0.784361741591898,20.0,0.4993181992065212,0.2972690879435977,69.00435417448183
4.0,476.9264781901739,3.0,76.40443263566344,2,21.443954396636144,0.2888595807514906,1.0,0.3272420562051029,0.2400413015505919,59.07905438962594
4.0,407.0622327489712,1.0,11.972412820249788,1,94.34407207161884,0.9427079266432994,26.0,0.4578372645437257,0.9781058869193484,14.671889443226592
10.5,591.4700011458528,1.0,5.193216454007462,2,43.70817692573047,0.9607484618112156,17.0,0.357192356870302,0.1025122053165284,47.30695798218563
3.0,711.2909175035908,8.0,86.43665495123494,1,71.3465445481335,0.512013536847248,9.0,0.0158760834701132,0.4472633612843741,40.7164039888816
4.0,690.4708996997101,4.0,13.624873819868336,2,63.13864046618364,0.7124548800937125,20.0,0.1691823079769769,0.5564282261959999,35.82735378128427
5.0,312.16730596072193,8.0,7.915324536326389,0,86.06126690949735,0.0991670337272643,2.0,0.4378386188691875,0.1075513536405684,12.083909896092926
6.0,563.3372155132249,6.0,3.661062057931469,0,12.056592477042216,0.6855804723425586,16.0,0.0248661666558322,0.4793161674670192,23.04475500827681
7.0,425.5978260123361,5.0,5.563535250089116,2,31.1330341738594,0.3481534358448604,28.0,0.1598936431683157,0.7997636555927344,17.273133577602017
7.0,554.6705447189833,3.0,14.567933488738149,2,42.97917464654489,0.8967260363014822,18.0,0.1618892205220803,0.5708273560686665,27.95901095344756
4.0,435.82456268969855,4.993817603831228,23.91255141490924,0,78.67864808695113,0.2017555455307198,13.0,0.3704374231381429,0.3762255517904119,36.29083011193666
7.0,602.9777247750677,3.0,4.252471262659405,1,43.79896310014586,0.022516527185851,19.0,0.0372558712732798,0.4774656893133852,34.115290679122225
5.0,242.6413831627125,4.0,18.55317273113436,1,22.01672061935616,0.3669848966776398,20.0,0.2803979198578986,0.697070083995639,20.35338759730122
8.0,366.7221257398081,3.0,26.963381392710268,1,84.13165094726504,0.732233956500708,1.0,0.2496743285937876,0.3416085636039793,26.22116162663466
2.0,761.7667708756557,4.0,20.00894738121865,2,91.67663593559084,0.771572677223519,9.0,0.3845230692462488,0.2143706753564351,15.948649323030128
3.0,419.814903427204,7.0,14.429287305787192,1,63.32335208390207,0.7556278406406624,10.0,0.2721755264864249,0.5566425212854528,58.30500808989088
5.0,413.8853139023545,9.0,61.16253387848873,0,19.13565214887669,0.3755576143110415,9.0,0.2949436957427539,0.7922401621608529,1.280332787734484
10.5,299.150439977016,9.0,15.815010154141357,2,13.852282574505317,0.4994159794033087,29.0,0.4567871409896584,0.4984346415993625,17.717346111017974
10.5,340.0549948783976,9.0,29.34507139887554,0,54.62571340729632,0.4123549653663814,7.0,0.1148846386587066,0.2862771989768041,97.15911796395616
4.0,504.7031046124266,6.0,2.7848415688213453,2,43.76698550448882,0.4994159794033087,9.0,0.2440050832548964,0.1649090590984298,90.49677044315396
4.0,237.85105218825987,4.0,26.98559783277732,2,88.81737054678065,0.7066931729890384,2.0,0.3301612912278752,0.587644661820145,23.19418149739689
8.0,504.7031046124266,5.0,66.36422744939094,2,33.538169693640484,0.404969624393937,8.0,0.0192266574422657,0.1694702316870975,75.77651907503046
6.0,502.8185992648513,5.0,6.483637746232745,1,57.21956233852317,0.5439511872337941,2.0,0.0831177576572505,0.09630623455204,17.83407794880869
3.0,594.5447421978643,5.0,66.70669837528997,1,3.601007894251751,0.2045933345633673,14.482361076707123,0.0174465713894602,0.5830613036930364,26.25619165578068
4.994912805696007,504.7031046124266,5.0,7.901368256966888,0,83.50907133505142,0.5126684565428058,25.0,0.4579057158800774,0.7095248353134022,46.678193917138685
4.0,539.6375447298467,9.0,19.182808866912005,0,34.12717551194859,0.0168186880213191,20.0,0.0830243599544509,0.0593460691314271,63.26038159974786
4.0,379.4438864141948,6.0,86.43665495123494,2,51.4054264998031,0.0952227736821251,9.0,0.1136446590703104,0.0557202453914988,11.880009035066251
4.0,504.7031046124266,9.0,13.368117421131693,1,9.564644084487616,0.5712284937746532,0.0,0.3793645733957587,0.484489229468625,88.41442610545968
8.0,417.8427763997889,6.0,15.056647886983551,1,58.06031343502227,0.295989047150742,18.0,0.276847324299949,0.5255486252553057,39.36800496290181
10.5,622.1880936637807,1.0,45.32314932409496,1,49.90110980501684,0.4672332867443438,3.0,0.3506485820103595,0.292027929947399,24.47330154900831
10.0,119.19008372765728,3.0,41.5089971810748,0,49.90110980501684,0.5382488484438123,18.0,0.1323697815300593,0.2175814576399424,10.879537140069562
4.0,462.15290212143776,4.0,19.10488135661477,0,84.16503996413086,0.9365801307863229,19.0,0.0037115715751438,0.2683199752689242,86.33061187668093
5.0,561.081549961497,7.0,9.313111831957888,0,84.62589796161613,0.3691073510571951,18.0,0.366111173924201,0.7427231820478679,33.10717673685184
1.0,463.8076917356752,7.0,20.64364780287993,2,82.8000387795758,0.4893497134418311,12.0,0.0741337808353372,0.9992884518688572,25.621389834531584
4.0,549.0548932766807,2.0,21.449734110074942,2,66.78909393880772,0.0100185809244105,14.482361076707123,0.3503688561806812,0.2578556919937353,60.382086908933296
6.0,610.5463445110032,1.0,6.6985889711084825,0,75.62303168827529,0.8820425587074735,8.0,0.1809955805948767,0.8239429632803484,50.06403433428852
4.994912805696007,448.3912189864442,3.0,52.81396601013377,0,94.63418715352655,0.2862392398821909,20.0,0.1461215444030131,0.4141662936227169,29.68147191922269
7.0,504.7031046124266,4.0,86.43665495123494,2,82.64017126746485,0.3303181282030016,25.0,0.2496743285937876,0.3889339313499925,27.720867583041464
4.0,757.9178005804563,7.0,81.42198118002604,1,83.12206788117403,0.1560347342279782,8.0,0.0315628962242685,0.6831455655595554,3.1278513279505926
6.0,534.3195124305388,2.0,1.3019964512809885,0,84.26712638924498,0.8747830463120762,27.0,0.4764348219615936,0.0781165329177993,85.7055932344284
3.0,491.0666312782099,7.0,50.86521279268212,2,20.66995500771572,0.2690945165931818,27.0,0.3334408069443926,0.4891935642245593,90.47038678192098
5.0,600.1455740339836,5.0,21.44208964192306,2,78.83361494028983,0.41169325349424,22.0,0.4705966781936952,0.4936677471009646,26.20830710006961
4.994912805696007,480.2563750635896,2.0,7.358740975881611,1,89.19165156075678,0.3462011901257765,14.482361076707123,0.1284974650907816,0.0187019713589254,69.62953827825757
3.0,342.9436364744737,7.0,13.48283490546956,0,58.91208634703617,0.89236964686886,28.0,0.0680484625108837,0.7686440453353162,4.387729529088968
5.0,378.1184514465424,2.0,71.9289784512709,2,73.29087121715433,0.3725049766522157,7.0,0.4284715823144437,0.2704649325921403,45.90625867533269
3.0,276.78982845384155,5.0,45.10692255890595,0,20.297254967046285,0.6157005968580919,15.0,0.1763463625532429,0.4984346415993625,49.7253903182941
7.0,594.855626755566,6.0,3.3235916428692382,0,39.16193693548921,0.9654047460225184,0.0,0.316192242394521,0.6801799689682634,55.12855981099203
4.994912805696007,697.4110123503339,1.0,7.713568888320638,0,68.44704933479086,0.7753388943505269,20.0,0.3895590014826743,0.478538411638839,68.97004948689184
2.0,504.7031046124266,4.0,29.889531830299763,2,87.45348692546973,0.9053505170086812,27.0,0.4216710007466978,0.0046009473265072,38.33657080520268
2.0,552.7969554417332,7.0,26.08754131977416,0,63.21404144233163,0.2487848703806298,5.0,0.3012592734901743,0.8037274317173737,71.20436922150884
5.0,261.420623564634,1.0,18.10391476457027,2,14.103455345575666,0.8218359689352515,12.0,0.4975619917367306,0.4222552306969481,88.67901502347385
7.0,189.66972898173628,9.0,3.018569556680113,2,29.85211137054541,0.4621336783036146,3.0,0.3495937877347501,0.3338530517799647,74.06540958112268
3.0,331.79801478997285,7.0,2.4828075158903355,1,28.76845089132147,0.580675866738627,5.0,0.1542876064746872,0.4094979629787476,82.0534941764569
8.0,542.0527525770218,4.993817603831228,37.01214625816125,1,32.879748231798025,0.2856914209860595,3.0,0.4632019449245036,0.963591973850153,95.10744553610736
4.0,603.4281910781312,8.0,29.62708362364769,0,81.14258757226592,0.2002507321952588,24.0,0.4104062502058316,0.1335839745287755,24.39264360185398
7.0,641.6747732599024,2.0,40.20610793419369,2,21.489231413682187,0.2596998838513559,1.0,0.2945426909189653,0.5093392761413804,81.6071123370502
5.0,268.5993121698291,6.0,17.15001707984261,1,42.35340869892524,0.4994159794033087,7.0,0.3491610880117478,0.3893577661081994,61.34143147528624
8.0,818.6164899419746,4.993817603831228,36.533408449526085,2,33.37947061546005,0.0748653813586694,5.0,0.375800085333125,0.6797648489683348,29.010894053387105
6.0,546.8752841568528,8.0,2.049722674658833,2,9.50981612176306,0.8309670376362581,21.0,0.0081368761025905,0.8469884726749428,50.06403433428852
4.994912805696007,278.4498456224902,8.0,40.486799188139,0,17.386243547217926,0.3257605452743034,3.0,0.3361105445652262,0.5004151011734657,47.40444938477965
4.0,714.6681747121467,3.0,11.507283766199386,0,21.988220610872723,0.146404419374863,25.0,0.4876716508239532,0.2271163872896331,78.11475774615589
8.0,654.6008832042979,5.0,1.5453546598593024,2,60.35040639543847,0.068550486023649,21.0,0.105549705300618,0.8389090170693819,22.86517934790898
10.0,565.7925183318603,5.0,15.08453627788102,0,49.952859894075566,0.6285438457224937,17.0,0.3070457450541121,0.6585837654298677,5.831847180870464
5.0,504.7031046124266,5.0,15.585568709035794,2,14.84035760567749,0.4929387107708171,23.0,0.0377522854766992,0.4541638606668914,16.23764936520089
3.0,312.43072873380333,7.0,29.889531830299763,2,41.63481455754281,0.5272128027357771,17.0,0.2496743285937876,0.2238116385437616,75.99255345176311
3.0,412.46613214421785,8.0,24.36485100742564,1,13.73199013802424,0.3432278804604072,26.0,0.4690084236576416,0.4476840486491474,92.85156626729372
5.0,540.3237926176193,7.0,25.24950678742353,0,39.55291760411708,0.4994159794033087,5.0,0.425648138081877,0.2223139977842521,60.84891155600485
4.0,402.8554649325273,4.0,32.96344390557364,2,59.38636880782822,0.0113630045998226,29.0,0.0488967950459242,0.5922261946929043,6.126398926560572
10.5,231.46134290993177,8.0,15.919448240081778,1,49.90110980501684,0.4308294570656731,27.0,0.3376460845341349,0.2821711173465527,55.7034700412949
5.0,520.9948980602936,8.0,27.67570205524501,1,82.47306086540705,0.8394539007930376,21.0,0.0568058354268324,0.3496983705292902,47.29850134631052
3.0,574.8507184064377,7.0,10.49138071894851,0,43.30612510992849,0.8514873631743314,10.0,0.3142304468302571,0.6042239142882821,34.67820804694609
6.0,504.7031046124266,6.0,39.16714460801426,2,70.08834454585553,0.2718130751778067,12.0,0.054504398403778,0.8813436873443006,40.30698077858599
5.0,504.7031046124266,4.0,42.31341737167041,1,18.20316672148008,0.3090028093776311,14.0,0.2496743285937876,0.7632756469355674,23.44312398019864
2.0,674.5657738447677,3.0,34.12124593534535,2,20.06209431618772,0.2597906404387439,19.0,0.1322984287523857,0.9613672643368624,89.69590640320509
4.0,512.9892986363957,4.993817603831228,56.425384136965526,0,51.40105974497445,0.6990776133010191,7.0,0.2773586443318945,0.4034320683996385,50.06403433428852
4.0,519.4412225962716,3.0,86.43665495123494,2,12.460014219467396,0.2016224711721899,27.0,0.0654611417460007,0.8008433140929081,44.78101101346434
4.0,498.4028685708092,5.0,5.265127277203186,0,3.403177984658745,0.785761829208958,14.0,0.4820452156671105,0.1649815946966211,29.23860027295302
5.0,569.4891277900314,7.0,7.35841626086848,2,95.16513585510134,0.6559240284715677,12.0,0.0147523584904513,0.7540211250223454,62.65899965915879
5.0,406.9066889212868,5.0,4.877739722881226,1,47.55742111067599,0.4994159794033087,10.0,0.3404216285605764,0.9591930097833647,50.06403433428852
6.0,430.8765525507834,2.0,83.64416203043284,2,2.9552399786395567,0.6957846796006922,6.0,0.0037804782459487,0.4984346415993625,5.406115097018526
5.0,271.4072667932565,4.0,20.08791738383577,2,69.08878365435038,0.4809609516443422,13.0,0.3483266629145131,0.6116341434337189,50.06403433428852
5.0,717.9607255189472,3.0,19.39979461840367,2,51.992893823245,0.3966279131976642,20.0,0.2291738483254296,0.9908473822986412,29.069568375852786
7.0,371.6822167763954,1.0,4.315231201302543,1,97.9825936452167,0.1594944775158125,6.0,0.185710196922733,0.5030560809271908,87.30385182177459
9.0,504.7031046124266,9.0,29.889531830299763,1,80.21061417155116,0.2884595691637526,28.0,0.3184221286853848,0.7990827820737675,0.0601442044429134
5.0,549.5878734278673,3.0,13.42973534603936,1,68.52988706596435,0.569517990868462,22.0,0.001918624354012,0.2690442372201749,50.06403433428852
5.0,219.17823260671372,4.0,11.20680587342104,1,49.544285601548985,0.9041927578234644,4.0,0.05290644528247,0.9391603347411582,94.6058467011186
2.0,276.7011214078691,1.0,58.8638501281582,1,41.84685723954392,0.0406597159983772,9.0,0.3290511678467526,0.1232472185353675,27.69899400133616
4.994912805696007,312.62555635634754,5.0,19.321440852186992,0,88.8066676921148,0.4113188815586713,13.0,0.2223829211029679,0.9073370629024292,0.3644982883635461
4.0,504.7031046124266,8.0,3.225183369883508,2,20.951861578875565,0.7706515810948409,8.0,0.4183776480101798,0.6927643978458631,25.163946105990654
2.0,609.1507384985981,5.0,86.43665495123494,2,2.508843830268348,0.2341090076599729,8.0,0.2529946252898982,0.8565858512404946,16.211371393903296
5.0,632.5264947624015,2.0,12.400554602833552,0,91.71572941284424,0.321976125328397,13.0,0.1832320259167346,0.0902753539470282,49.91184271283645
3.0,602.9285327642498,1.0,21.769853588847223,0,49.68594182927676,0.2125344316943054,20.0,0.4477062349480424,0.4995602530417307,88.5144441159377
6.0,518.2266381614554,6.0,4.310699701295127,1,50.57842758669898,0.2153170320804477,17.0,0.2002503732760454,0.3284603174859706,50.13345317965402
3.0,504.7031046124266,2.0,22.82678937451965,2,9.846886282109237,0.4994159794033087,14.0,0.4819202739121468,0.3401469784120945,81.81364384889892
4.994912805696007,580.6577122285448,6.0,36.17673747196628,1,17.934250272255937,0.1829557964172322,23.0,0.0029482892767841,0.3919066642103453,88.18962698699829
4.994912805696007,466.333845604052,7.0,33.341433357938456,1,77.63913591039197,0.2413555220446083,7.0,0.214285418966732,0.8544715922723117,55.108651664006814
6.0,317.5078150054783,4.993817603831228,24.29011956285565,1,75.2156695770897,0.2996972957440524,11.0,0.1070332316982217,0.6938729381627027,65.88366130307477
4.0,393.86288867979823,5.0,23.886343681234656,0,49.90110980501684,0.4994159794033087,2.0,0.2550219916396209,0.5988039161621405,91.85200962495736
8.0,617.9416052987309,5.0,49.281925219716726,2,75.50611260865483,0.7220281542544248,10.0,0.0151454426719654,0.5642797663435966,4.993943883768869
4.0,520.0985992281948,4.0,27.42246559893644,2,6.960255231991097,0.5699328563281265,18.0,0.3245397692670009,0.5778724730631384,67.52847606881755
10.5,440.2020841950459,5.0,12.171971797684629,2,52.02153452610332,0.0816813541730472,28.0,0.2499769936957678,0.9445532145295232,48.21046950618395
5.0,398.3072981851384,3.0,46.19256636331048,1,22.03583113586831,0.6351579305329907,18.0,0.3444869381506157,0.0350260863377287,20.63564360528043
7.0,606.424183723908,8.0,24.45734231309942,2,21.91282764698808,0.7473810097837743,24.0,0.4641184842020002,0.1392625292557724,50.06403433428852
3.0,345.54121716230554,4.0,12.62782362192883,0,68.65515271187915,0.4994159794033087,27.0,0.0086059913352132,0.7425373987647964,76.77288312682332
4.0,451.7795924702515,9.0,43.88912355115463,0,95.60984509301136,0.8617151310174621,9.0,0.2470044471681594,0.0674889337165474,61.852197060885125
7.0,881.3843360941381,8.0,26.57466187457718,0,34.8367492312989,0.8852646523897785,20.0,0.0471108231283378,0.2595940431172306,54.69698422766659
4.0,417.8187270131412,2.0,29.889531830299763,2,74.05846423381617,0.0336530707635689,29.0,0.486534983023416,0.9552261883635946,43.01604119929223
4.0,553.3881284607521,4.993817603831228,13.698520638608764,2,23.93752684086976,0.880007525003707,28.0,0.1750371762299798,0.20461469156332,0.482228727296885
5.0,216.90569287931368,4.0,86.43665495123494,1,74.14334379897711,0.769214211293715,11.0,0.0794548723768048,0.4984346415993625,99.0242606877478
4.0,314.6885569887125,3.0,11.276878459763868,2,49.42052665578096,0.5131511309390872,4.0,0.4899772972459696,0.5291807343440693,68.88820167241676
4.994912805696007,252.436387745731,1.0,6.370832641371464,2,28.893515605194,0.4959368894158468,5.0,0.1695057462728225,0.6844070393318678,54.96476581939768
3.0,657.2845292136637,7.0,5.105043654483916,1,80.92689633680962,0.2879548456970797,14.482361076707123,0.1973933081636469,0.9704070919279296,44.90485364845379
3.0,653.109701177652,5.0,55.91103617306937,2,12.307452702476107,0.6787423468057103,6.0,0.3829989623399839,0.2478658378791349,41.40176470522214
7.0,447.7109955867109,7.0,62.22319650771036,1,71.99212113664089,0.2051713257847172,16.0,0.1885761461791706,0.2710385290095269,70.92190273838939
4.0,570.4320675558099,5.0,8.401209194506658,1,8.535553365710769,0.9514097419141267,29.0,0.2866633866685513,0.4152856322634641,50.47843464142954
4.0,475.0512729380092,9.0,50.557850610433576,1,79.6824270692512,0.1023143593107599,18.0,0.4343114647402461,0.6596558331590863,7.424533853263138
5.0,542.8390305759444,8.0,47.06214726599441,1,76.9648366985639,0.254817968910637,3.0,0.1650318388270057,0.1829085158736182,90.03593457993009
9.0,512.9336281606207,4.993817603831228,54.52737320071756,0,88.53959488471904,0.1397616927231806,25.0,0.3846979108133393,0.0985330335522064,99.79169340960902
7.0,615.3788712049903,9.0,5.078684400080588,1,49.90110980501684,0.2830959514155013,14.482361076707123,0.3039983848468778,0.008777930757859,36.91521166496536
4.0,172.89404581296924,2.0,2.5552183718752226,2,60.86708823998161,0.4969111861991788,20.0,0.1932105418594082,0.0226417484850408,35.86842081813545
6.0,375.03698193434906,5.0,6.674051922284009,0,73.04643715835236,0.5577141567069379,13.0,0.0411213795078193,0.5841624194770513,68.04191480030556
3.0,681.6162929345788,4.993817603831228,9.936342711776978,1,57.96159486155015,0.7066395488861189,5.0,0.4485991064001594,0.7923727454756093,68.50494939192724
3.0,556.8758071119192,5.0,5.120140485305364,2,77.88290968374724,0.5287431544404232,10.0,0.4028445053671114,0.0912131359615732,44.14390412188036
