user_id,trip_frequency,average_booking_value,destination_diversity,session_duration,search_behavior,loyalty_score,discount_usage_rate,booking_lead_time,cancellation_rate,weekend_travel_ratio,app_engagement_score
14,5.0,313.0369064015243,1.0,43.922624839200935,occasionalsearcher,85.99154817905834,0.4530740793404453,0.0,0.05218634377454806,0.5129087829418449,53.839034451648004
15,4.0,432.908453678146,3.0,,raresearcher,85.30523881359021,0.313097007565624,23.0,0.2356182446341758,0.14431469052414092,0.6402297177612315
16,3.0,323.0086717617271,9.0,27.571967670435097,raresearcher,94.8154786412719,0.09594863930059794,1.0,0.23535893946373282,0.549279033228979,70.17495574289644
17,5.0,,7.0,16.163403105818983,occasionalsearcher,72.75690073301703,0.7108433172630779,7.0,0.07463166353683126,0.5852247564287978,24.80323062568781
18,2.0,384.23642695935746,9.0,17.296363132405997,frequentsearcher,95.98351066351886,0.5668260918941986,29.0,0.4778547119088827,0.7447508605206422,1.4765548542338358
19,4.0,487.9077065467061,5.0,1.0944550757968134,frequentsearcher,50.13478029775303,0.5110188513068874,8.0,0.3422959106797986,0.705617940423435,59.60258124218186
20,4.0,530.0679526747602,8.0,11.521758985757712,raresearcher,9.564287834489104,0.33516716335943086,,0.056723838118977965,0.49336072712859,82.07023816427511
21,4.0,855.2471119594579,5.0,109.7819015483407,frequentsearcher,89.03958812972068,0.6641027921435892,24.0,0.16563871095003374,0.981903890217674,13.957337745981901
22,5.0,597.367280365565,3.0,49.621686764316344,occasionalsearcher,10.589406549215896,0.5521223920975873,16.0,0.27008044382089985,,
23,5.0,445.5830390468831,6.0,61.595342869820286,frequentsearcher,63.257623407160665,0.0024549631237309466,27.0,0.42946553296564194,0.8788046873964204,18.21078627551296
24,2.0,745.7472209577231,7.0,10.385745433317414,frequentsearcher,93.95491979252026,0.1908532376933848,0.0,0.16612342868867658,0.42975308603250706,53.52089652448993
25,9.0,289.07091016383947,6.0,9.441949054169665,raresearcher,99.05310643304497,0.3580780097203501,0.0,0.0022184792872076975,0.02456125772444928,56.417930296659556
26,4.0,515.0834575277536,1.0,20.457396781142908,frequentsearcher,22.63725670893505,0.424258330449906,1.0,0.1802532448968323,0.20433567732028546,33.79790048254281
27,3.0,439.725107767028,8.0,47.37534710940448,raresearcher,4.672535443540071,0.7778170520044303,,0.06484327559057274,0.2999713044160226,7.831954122937246
28,0.0,619.6455726847445,4.0,,occasionalsearcher,0.2540959621304517,0.7460980735920756,24.0,0.0316300817153759,0.5271472483929155,
29,2.0,519.1023173217002,1.0,3.122229863834789,occasionalsearcher,74.98127139307319,0.8199485923824162,18.0,0.41215765197458587,0.7332830741497477,16.013277740156383
30,2.0,659.3204486039208,5.0,17.201924332963905,occasionalsearcher,,0.6436555605922113,16.0,0.11462452597907735,0.8458632508403404,90.11215928449772
31,,754.6173926861259,5.0,3.7747852170376883,occasionalsearcher,25.831500928477958,0.5957403587349702,11.0,0.08062358189616808,0.15849888465015904,91.83971314352131
32,3.0,625.8290424285884,7.0,47.462521485107224,frequentsearcher,77.88753872446388,0.2060892759180335,7.0,0.29029908063865106,0.4765070821178531,43.27703865103295
33,2.0,491.73132253776527,1.0,68.43479141466642,raresearcher,31.30336527442852,,5.0,0.15106439674052835,0.10831365614691035,46.491686922132146
34,3.0,562.4679097123407,4.0,16.973035200966095,occasionalsearcher,47.255013506077745,0.001013398145972455,0.0,0.006329970397724705,,88.03315046040824
35,1.0,545.8210099280966,3.0,11.857048820337729,raresearcher,27.42277546273352,0.2484272625487779,1.0,0.3227589370283476,0.9735002661325328,17.394680266455943
36,2.0,,6.0,41.982124665955105,frequentsearcher,89.64577718340523,0.13847824117328134,1.0,0.3099497620419652,0.20978109635262232,94.47800477885458
37,4.0,634.3221861084597,4.0,188.52339520932952,frequentsearcher,74.53531373039046,0.35076071750189897,3.0,0.3349558705265117,0.8138497915992845,67.51845631611374
38,7.0,694.9013973140113,6.0,5.41245577002644,raresearcher,87.92604929757685,0.9992789969658408,12.0,0.07544335830485965,0.8468575451205919,36.4106350569395
39,9.0,563.6980382160397,4.0,24.948843641399804,raresearcher,,0.531248745814573,17.0,0.1374446983771443,0.004431788600664066,73.64178434908735
40,2.0,378.83517397101974,8.0,39.44094154610602,raresearcher,23.995083390673134,0.22060393295930902,17.0,0.1976073397443534,0.8758791672987061,79.61931232206422
41,3.0,265.840681637236,2.0,9.725142126878298,occasionalsearcher,99.5287700667321,0.2770545230654081,27.0,0.2894150879648364,0.581800588543177,66.38495524336659
42,4.0,840.4823250769914,2.0,27.99148391533709,raresearcher,60.81960668755516,0.7928366652697424,5.0,0.2837743319856234,0.06328490444984314,23.63935066510672
43,3.0,399.78140093480715,9.0,7.823983203764435,occasionalsearcher,1.0648172768589093,0.5265626578075153,,0.27974234666227105,0.2721914323928347,15.272133583415426
44,9.0,531.0761657736417,9.0,92.67152391171705,raresearcher,67.09895938359945,0.10410767311298097,10.0,0.4546612259087147,0.39018887050983075,58.853759629574185
45,8.0,529.3163124681179,3.0,21.69146375577465,raresearcher,97.66973846411518,0.4921530144716675,23.0,0.15191264753728362,0.13983610842260263,
46,6.0,378.05338163024646,6.0,7.863198973277248,occasionalsearcher,4.393121800266009,0.23280815792663456,16.0,0.416280860829521,0.789587547173984,26.477446438458486
47,1.0,299.2723560481239,1.0,3.6312803451693747,frequentsearcher,87.35595846766253,0.4300691766198722,12.0,,0.3911640499592174,46.639357534952744
48,4.0,337.22499657962345,6.0,4.638866024196379,frequentsearcher,,0.7680815055788262,6.0,0.466927613697502,0.45052168469801024,92.25335799180444
49,6.0,797.2812683691003,5.0,34.32159383947983,raresearcher,53.92399450837436,0.19906688859437593,19.0,0.12565628010151308,0.00045285455887400516,
50,2.0,485.8707673077993,9.0,18.82167531955916,frequentsearcher,,0.40807990380890047,3.0,0.4756887847119995,0.0644367123937939,29.81351499193037
51,7.0,642.8802479664012,2.0,63.07572715396749,occasionalsearcher,19.815276436598584,0.6137275502571701,19.0,0.45938015678773975,0.5411113923032418,70.62155975935096
52,5.0,613.8401044587577,,4.798746264293999,raresearcher,52.93526060416476,0.5240451338429384,1.0,0.26784507409518876,0.11746689940476407,94.56800801195298
53,5.0,554.2988456352784,5.0,4.269280072409163,frequentsearcher,72.26172063679272,0.710520340497761,19.0,0.18643016940093743,0.9374996617731916,70.99741924193366
54,3.0,389.5393585971467,5.0,,occasionalsearcher,90.96471585984254,0.46342253395593047,11.0,0.19070520113642364,0.8888776432197921,33.90251664164232
55,6.0,497.9946536193568,3.0,1.7209204023614102,frequentsearcher,1.3986096568119666,0.35908997418932276,8.0,0.34822499019941455,0.9153204170081827,99.8487424573527
56,2.0,348.9646909112564,5.0,1.661413820928223,occasionalsearcher,65.23516881520993,0.9057928980127204,14.0,0.134909056418343,0.9310731197151816,56.19219391447875
57,2.0,,9.0,43.87467003742483,raresearcher,83.27849199341404,0.9793038443094155,7.0,0.039516996476149036,0.0039695437749702744,20.664613482857263
58,9.0,811.4133652517239,6.0,63.876975063688974,occasionalsearcher,61.02312700054462,0.14177680063499754,14.0,0.15897304076259333,0.6068984138359416,51.50633499712409
59,4.0,485.83947193943106,7.0,16.335888119816342,occasionalsearcher,28.74046639194361,0.6811066211789301,23.0,0.44778589949744435,,29.59030920670139
60,2.0,385.2419608736074,7.0,0.6731220421612975,raresearcher,86.12193367710036,0.5678378902752982,6.0,0.18862641289199977,0.5743314607701957,58.91772487178382
61,6.0,538.1012275273026,2.0,17.99375949599267,raresearcher,59.21262699845793,0.14500470813887956,26.0,0.2746732377567771,0.3727170957019451,14.161477751864792
62,3.0,496.663787443038,7.0,32.918065723316225,raresearcher,27.41936398883118,0.9287913759955337,25.0,0.08725662828612896,0.9596511242420448,46.07833691108666
63,5.0,327.0618553052601,4.0,,occasionalsearcher,20.93308258112384,0.6986394546599588,,0.005960431297059698,,1.5525503836368526
64,4.0,192.23909041144526,,10.75727918687744,occasionalsearcher,,0.5352077599943299,19.0,0.08917682145078137,0.2581659057356811,96.14154076875032
65,7.0,551.002181445358,,12.171062400768392,frequentsearcher,97.81392524771739,0.40200990896388167,3.0,0.37360427044116823,0.26524394750769675,28.343061374045863
66,2.0,865.0438874030859,2.0,14.705722120803301,occasionalsearcher,65.21788377033533,0.853927716371764,14.0,0.32020765066829177,0.17772733257735218,63.60829909710141
67,,495.3920553338591,6.0,137.05997924348094,occasionalsearcher,19.131813430667933,0.4295850130529244,18.0,0.10182044708738103,0.41879277986105623,54.905875603887225
68,2.0,825.2489658342308,7.0,42.574995912485264,raresearcher,13.148332290290842,0.47327790607843845,18.0,0.4287640729963015,0.45712526147699695,58.352304217169745
69,5.0,362.76172420164147,3.0,20.169915443675574,raresearcher,55.08365258953633,0.06020380492553379,29.0,0.3287409038860278,0.4306808781797933,44.9390121879179
70,8.0,393.71611422750766,7.0,17.124008943707203,raresearcher,9.248086101004949,,3.0,0.3403180186920697,0.1814831122475894,72.83225308892084
71,11.0,115.64601911026199,9.0,87.13490254139376,frequentsearcher,40.126963998981445,0.4621627583140022,4.0,0.29842324125333614,0.5847285172490478,85.27089418916842
72,7.0,619.8728052086722,,8.671634156021758,frequentsearcher,39.399596487768605,0.5068319366397036,1.0,0.4891025369854819,0.4375080803386734,2.8363288483026383
73,4.0,287.56365938232557,6.0,11.679715784474013,occasionalsearcher,,0.08352300852994998,27.0,0.1909583374768143,0.5957784296935202,47.65086936699243
74,5.0,299.57605273071886,6.0,2.2819521714168345,occasionalsearcher,84.3912956830443,0.825261911493205,15.0,0.33834895876646004,0.8817695858028964,69.56121957617258
75,7.0,523.3620611087105,6.0,67.29700841088722,occasionalsearcher,46.6652917546733,0.5913158250814948,5.0,0.34126148750859114,0.9955278478567681,78.44222237404226
76,5.0,389.638853922478,2.0,0.21779290553826428,raresearcher,16.154130834123304,0.37797928807323966,26.0,0.16379256699354172,0.15038065435648051,21.79434614588733
77,,533.8849141146525,2.0,60.30288136096427,raresearcher,69.89822488579462,0.13352737381936908,5.0,0.02422625801689432,0.697816395125049,47.093798630229955
78,6.0,,7.0,34.790152479352706,occasionalsearcher,6.376765203039348,0.13495029445598994,19.0,0.09118814702785283,0.8927178274021742,86.76476101600694
79,5.0,265.3119633761851,8.0,14.426448852770923,frequentsearcher,86.06827763033206,0.9596191675162231,0.0,0.02463726781283998,0.7409280099324448,96.14540754222035
80,5.0,492.79118553387804,3.0,23.319665800076283,raresearcher,70.12914383241502,0.7990790603191918,0.0,0.0636277404821598,0.9174555716327604,40.87278525826829
81,4.0,539.7885126922766,3.0,46.399941585628525,occasionalsearcher,35.26452017810626,0.6692167601603222,24.0,0.015309734262307306,0.9276369146976999,64.05031927233054
82,,315.12032265616574,1.0,8.966786260221596,occasionalsearcher,72.58556646752935,0.2838347972436137,22.0,0.08441408147982776,0.31433780909076114,29.838871907867482
83,8.0,478.3048243911211,8.0,36.586957967984844,raresearcher,83.70076274785197,0.5212343866605281,1.0,0.40584547879961985,0.3938803739440153,80.43469112898777
84,4.0,607.95130356746,4.0,8.511346342109112,raresearcher,47.9792412023147,0.2721345249974516,23.0,0.1633861707595376,0.09539391506382533,26.13013819446698
85,9.0,550.6383473065971,1.0,12.524541107991576,raresearcher,79.78070865994901,0.32685783734382534,20.0,0.1881675518501349,0.9431300689752128,77.2770340503645
86,3.0,378.2973956921952,6.0,1.856132922414178,frequentsearcher,93.68612226365342,0.8270796734567626,28.0,0.04500969531182214,0.647724492594843,92.6569789248148
87,1.0,175.77204326893673,1.0,,occasionalsearcher,83.57048779229282,0.2959656692897288,8.0,0.09847791277082812,0.856397309402833,76.11482063522561
88,4.0,,5.0,5.793617389964946,raresearcher,6.628719389610705,0.3173956516603702,20.0,0.043873128856575794,0.4069207985409592,60.80489355785378
89,5.0,218.3865390028439,5.0,0.5033932319398045,frequentsearcher,56.94477140291385,0.44404004618595083,3.0,0.39934636345357194,0.6596004487764362,36.18968487469151
90,6.0,842.4436506319314,7.0,6.717704038139454,raresearcher,,0.6917990569203337,17.0,0.26450151992706505,0.3900616085033273,54.62629640107536
91,2.0,627.12763338651,3.0,31.543313239509402,raresearcher,35.16641968311034,0.42777864810199084,1.0,0.34810755914875396,0.7817758309632711,45.171096594777595
92,3.0,439.6901247986258,9.0,1.0324604465940075,raresearcher,94.77005049394401,0.593875037405385,22.0,0.20499387676788755,0.47642850199214926,13.380432204575243
93,6.0,618.9554029687947,4.0,47.55746140290026,frequentsearcher,7.386316203049137,0.5140747758489786,20.0,0.44241130179797483,0.7738121295718537,12.029726650571238
94,9.0,,3.0,0.9534881024798953,occasionalsearcher,3.720536145491815,0.3174719642713353,25.0,0.06202315526190849,0.483905054865443,81.22559879851747
95,3.0,684.6618322355577,,52.031310673872454,occasionalsearcher,85.27232861110977,0.3578783045415579,28.0,0.08937668044403774,0.7528098893022274,14.82950988506946
96,11.0,333.99662563855844,8.0,8.304239976036543,raresearcher,56.93722602258513,0.8417541050987853,21.0,0.15646915334549227,0.8019076752730893,45.407930665262285
97,,661.2204249037833,3.0,31.341722787300956,occasionalsearcher,1.8860563267282804,0.6255467867986525,7.0,0.11584100431357497,0.5963563966994974,0.1402555893435964
98,6.0,536.136804360314,7.0,60.60948461623856,raresearcher,71.11720671214927,,28.0,,0.6137149742848165,50.072574684214274
99,5.0,303.6038906031048,6.0,18.852467561980845,occasionalsearcher,76.66315343219021,0.20111730507647962,18.0,0.26850467572668074,0.15810033096026088,42.35012098477182
100,8.0,716.7469028368716,5.0,6.750350501644951,frequentsearcher,33.9524243078951,0.5001446360962405,29.0,0.12126258208185187,0.8531008858331653,45.386964382955156
101,1.0,567.6189042680935,4.0,44.1195314727488,raresearcher,22.518680889561903,0.13181205991955924,21.0,0.4876489685729765,0.00496358028943511,98.44473250263881
102,3.0,538.5374447949541,1.0,4.5471434295132465,frequentsearcher,43.49500379210826,0.9371860127944881,11.0,0.020493826902671153,0.35318108660185443,6.798424833099159
103,4.0,463.14269577609036,6.0,10.975893101961022,raresearcher,98.01755724041715,0.8785334405061261,15.0,0.08651188833842133,0.8079032500496487,2.3694607445715943
104,5.0,699.7714639702015,2.0,22.517034952299987,raresearcher,78.92998421325149,0.2208490855485299,16.0,0.2404219885389437,,26.397054509713
105,3.0,429.5495687811338,1.0,14.738367321846756,frequentsearcher,55.841442977019625,0.36213832392654177,12.0,0.2555438353743372,0.5771680982987537,93.50452481927194
106,7.0,373.44879810591755,4.0,8.80543299999307,raresearcher,60.89335816521428,0.866981885751563,26.0,0.459217057140419,0.0013174264768087696,2.248393418435213
107,3.0,449.89114797598853,9.0,20.72972278956415,frequentsearcher,13.175794405979435,0.9593567508855558,,0.2645448730436973,,93.37924684193376
108,10.0,604.0304876766761,4.0,41.65999337120961,raresearcher,47.12789014205576,0.2956331233576759,11.0,0.020274993867020974,0.5063562804318873,29.03187800757334
109,6.0,,4.0,9.540990638018943,frequentsearcher,36.245234569813356,0.44584759370925864,16.0,0.014064416367466137,0.3412790773398048,16.901552648106755
110,5.0,477.97861290101287,5.0,7.807901672450212,occasionalsearcher,49.79780060818392,0.8709071416198811,15.0,0.11505210512164421,0.3814672457649879,7.127409206240076
111,4.0,377.39452531798634,3.0,24.88664242523832,frequentsearcher,3.51910537391934,0.49687763299798726,12.0,0.28188424318114264,0.7626848512589647,2.6975234293191708
112,5.0,555.3360113343396,6.0,2.0181661106744193,occasionalsearcher,6.508203883995889,0.652511844479385,4.0,0.4824120157595835,0.6716213473262814,34.05194929541725
113,3.0,482.3909044955255,4.0,24.59355025845776,raresearcher,13.521024204125244,0.287080867609643,13.0,,0.37241424376413546,13.846240835053703
114,5.0,492.3347014214864,7.0,115.28156111601038,raresearcher,26.197505876136916,0.5219108720250651,26.0,0.3972205582961451,0.1860652540379436,76.97643659939705
115,7.0,640.5817238094103,8.0,10.66041786745348,occasionalsearcher,82.50864973753033,0.5835808338243212,26.0,0.09446371920031471,0.809247822227471,75.70067975862145
116,,,2.0,61.0182664828896,raresearcher,10.480523789454166,0.6756819817485185,,0.11185209940145374,0.1675227938856676,72.16619142362494
117,7.0,424.56147525812634,7.0,27.645336703020682,raresearcher,73.88141533667017,0.43021241169319446,16.0,0.42073297844110547,0.5286241325383535,37.69137143195614
118,3.0,542.7316100861822,1.0,31.06335648784548,frequentsearcher,27.05602708600171,0.6120558133654187,9.0,0.09843957224115146,0.9724342282930599,17.824350562117232
119,3.0,545.4580583793756,3.0,21.615949423342315,occasionalsearcher,99.44379877570101,0.8216830052137453,28.0,0.21789443070135622,0.22761072946209115,
120,3.0,512.7878421876103,5.0,65.26911829785311,raresearcher,87.109121633802,0.38061803636198877,23.0,,0.7432402597539532,64.07087549744729
121,6.0,374.9012500156567,8.0,66.77089357038878,occasionalsearcher,12.315745197950834,0.15564026186537672,5.0,0.15615475230217402,0.22504315600151836,59.11916667971365
122,3.0,498.85868122719666,2.0,94.84239317674682,frequentsearcher,58.24005414321009,0.8844448855750091,3.0,0.2744639540929499,0.3246878218498027,58.893016903000216
123,5.0,762.0460651693645,3.0,9.216757859301751,occasionalsearcher,81.49615995533769,0.8073433373123654,6.0,0.22795876820349198,,85.23358561860434
124,5.0,267.90569188609476,8.0,27.613955075820165,raresearcher,32.10381103927521,0.45216958383515893,26.0,0.47436803004003497,0.8552344706337422,79.29021489887612
125,4.0,657.9937336927405,3.0,53.185109861953045,frequentsearcher,56.76134070770957,0.7193868809342175,15.0,0.43984287224255325,0.4598254658653961,
126,3.0,337.8058393536163,,49.41493006395658,frequentsearcher,,0.8441202319871426,5.0,0.08430777844705484,0.6478853000395597,34.96205575742691
127,7.0,695.8475374441194,3.0,21.867437712532016,raresearcher,95.3528486107209,0.22984260123851186,10.0,0.35467461825329033,0.452046543959974,73.28263312087277
128,7.0,683.2182396221983,7.0,2.8696205096232843,raresearcher,1.5299280509884383,0.8982215175602425,14.0,0.41185523579043126,0.3878179761161602,23.117748630993653
129,3.0,328.32473055530136,2.0,85.93076180912152,occasionalsearcher,13.704200490749196,0.8939061813106156,15.0,0.15144788344339882,0.8935548611099069,68.6311751455476
130,7.0,571.5387602757787,1.0,49.025643852491385,raresearcher,39.91107858178188,0.5959988922806811,24.0,0.38790998951044303,0.2742408074370555,37.415697991852404
131,4.0,388.41471806171694,3.0,36.17153441402759,frequentsearcher,53.28557072674638,0.5863268364624922,9.0,0.352332134473827,0.8964351401168285,80.45213822508954
132,7.0,514.3450473399467,9.0,18.659991723287245,raresearcher,2.8829124790284655,0.996155373685268,21.0,0.12908043804014396,0.44195038908397044,38.90102732737253
133,3.0,628.6179624456852,5.0,10.308840205000836,raresearcher,,0.14278010719185574,16.0,0.13587297426073552,0.1632397481537453,8.566469001355914
134,2.0,312.5648376189498,2.0,43.525781195138926,raresearcher,86.00980396685014,0.6408492594896944,,0.37439724392907414,0.8910067951694123,
135,8.0,329.98858357095725,6.0,7.934991421667307,frequentsearcher,27.68291109450429,0.1638782004266981,2.0,0.4620598770046772,0.5976130777750834,39.281617747702015
136,9.0,676.3640558224878,,41.268832478734495,frequentsearcher,45.30358461876155,0.9230944467369602,24.0,0.2604538067380974,0.8365575580027238,
137,4.0,,2.0,18.116930647272344,raresearcher,3.597866121002602,0.7523243916528395,23.0,0.37706755689121607,0.42274259565844086,40.74208675163724
138,,317.41666382073015,1.0,98.04706796324999,raresearcher,0.7770353714793954,0.4875215778690636,15.0,0.21157727981494695,0.6527322935595482,19.31263953998894
139,9.0,627.5436923360596,4.0,2.0537951573048425,occasionalsearcher,92.29841046567611,0.5492749754662549,16.0,0.1720290798137909,0.943838509642031,94.65042557806247
140,5.0,311.47918188102585,6.0,16.167147833945776,occasionalsearcher,74.7934668472075,0.28658699348157424,22.0,0.14820021499472974,0.6289443347710257,62.95709695618235
141,2.0,561.705747371986,1.0,93.0373182979328,raresearcher,22.4364428049418,0.7616465035216148,10.0,0.23585908015092233,0.38580323277434636,64.02154310358506
142,4.0,475.6016550922164,6.0,38.01703243305934,frequentsearcher,,0.4288264482214925,27.0,0.13128894544580233,0.3649299461546459,83.5560431296112
143,,666.7910847068165,6.0,19.73844263723768,frequentsearcher,43.92897869037044,0.9645497269733418,17.0,0.33298801866084143,0.8473089940610126,3.0970093593918224
144,1.0,667.1380908888035,9.0,8.674477426872995,frequentsearcher,97.42501322571307,0.9282473833685349,7.0,0.4239833606438448,0.2015655593894804,94.78382034426747
145,6.0,405.87097380965344,3.0,45.79428372068655,occasionalsearcher,90.14200216765812,0.0640339691792341,15.0,,0.15621189569598237,7.121164474780894
146,,631.3973740541788,7.0,18.25312527743374,raresearcher,56.12191644343865,0.8596223221456363,20.0,0.15470580067826717,0.6731858532086019,80.51514194225571
147,5.0,724.2149969101906,3.0,97.32316504971425,raresearcher,9.281422131573647,0.6336988627585906,15.0,0.22793927578748446,0.8398744671240675,23.188948085930928
148,3.0,297.9835422206713,8.0,27.591564923164647,occasionalsearcher,61.63949172886078,0.7123238730688126,17.0,0.044746153711554104,0.6911885283463383,25.10426715018328
149,8.0,403.55433941063336,6.0,71.33031292396942,occasionalsearcher,9.040345372412839,0.44619956984031905,20.0,0.17415480424260482,0.7647362283523007,37.11697075597673
150,8.0,350.81003586563014,4.0,,frequentsearcher,,0.9455179051660523,0.0,0.16830787484601994,0.32763090070595946,25.44426506834866
151,6.0,530.0428352054531,8.0,,occasionalsearcher,13.59832126945827,0.030820082967711215,0.0,0.312854346395782,0.7601819966731554,0.6846599396158171
152,,349.7306936459085,7.0,28.134210376303546,raresearcher,44.81151181466172,0.9796708501282946,17.0,0.2390272128813779,0.4349742636529419,83.82676202694064
153,8.0,378.96102075582826,2.0,13.618186947769306,raresearcher,68.66594692305536,0.3797332143094784,13.0,0.030140818066058783,,45.20330099355591
154,7.0,503.86410439403016,3.0,44.766053262945874,raresearcher,59.24720604341118,0.7007578898891073,5.0,0.47074819354384756,0.6024135379378243,95.86547568625991
155,9.0,439.43519172847266,7.0,83.40201403645895,frequentsearcher,96.42200458226424,0.399540113778419,29.0,0.14423227513986758,0.6522106834962144,8.860295796268913
156,5.0,123.67212961629133,3.0,49.38900263456354,frequentsearcher,49.839012024325314,,26.0,0.44001833890750663,0.041788326312351964,41.69025749827835
157,5.0,342.93203232287726,3.0,48.34748369177473,occasionalsearcher,7.6421697515027365,0.6767856955946114,,,0.9296353332176248,41.511692255374676
158,5.0,574.6350719982961,1.0,9.567166296359076,raresearcher,,0.35364920541269984,13.0,0.4908332874120923,0.18320408957229284,20.26877346200161
159,6.0,491.93982413562134,8.0,52.18891174510319,raresearcher,21.335896764598516,0.7863914195607934,18.0,0.12096745198748787,0.04404387297146195,35.22132399902357
160,6.0,318.2601059116512,4.0,0.49356437532828284,occasionalsearcher,88.36045982004667,0.5139360569139262,4.0,0.01658889935042357,0.5003862171302322,48.199168457740605
161,9.0,378.274423720604,7.0,20.085696695157104,frequentsearcher,65.68726400536316,0.41247354322410523,20.0,0.4714225973315238,0.6369160748004228,84.30340789254521
162,3.0,415.83688448430246,6.0,7.068666122932488,frequentsearcher,38.20587553291928,0.3714269359657586,,0.2083104770240805,0.8747750929895034,43.82499824641707
163,1.0,615.7707738838718,9.0,30.820134508936572,occasionalsearcher,51.84679144967643,0.285581419743936,25.0,0.3508779018574506,,60.34280508202256
164,1.0,500.9848953033058,5.0,55.553355991037115,raresearcher,32.96026772100963,0.622833704612908,10.0,0.06531544940662681,0.20943939616938978,58.08716699313338
165,5.0,749.3329980242515,4.0,21.99963823907647,raresearcher,9.446079906601968,0.413895416528021,1.0,0.21754191895907138,,28.889410402068584
166,1.0,464.6511130183489,4.0,3.9734986038507625,frequentsearcher,3.71708897084847,0.2362889678232365,5.0,0.043267773204456184,0.1324514967868473,44.14847087424864
167,5.0,680.209846279985,1.0,53.05470283130017,raresearcher,62.13268139075472,0.43801173341496447,,0.35462152137019404,0.15259986945476067,8.940639877479729
168,5.0,409.9942018918702,2.0,16.26727240575311,occasionalsearcher,13.755343225403271,0.0883826190718916,3.0,0.2606962745442575,0.3735094982941026,98.7118580948858
169,4.0,485.9179383546003,1.0,5.8561427427029225,frequentsearcher,54.10884807757751,0.30849149700306155,17.0,0.2619300058261986,0.6546059531117736,51.69618949025342
170,9.0,339.1455386464123,8.0,9.508922953680534,raresearcher,37.72540295688329,,6.0,0.42156501923029327,0.6418680125609139,15.572018046008807
171,5.0,709.6925267076203,9.0,3.8970128836457723,raresearcher,60.70886938950502,0.5242953117631552,6.0,0.23612719425306533,0.19900545950280568,55.363432972414714
172,7.0,436.60815596745863,4.0,10.203161559794825,frequentsearcher,45.084712717271614,0.5868762567484801,7.0,0.2942686337626303,0.5338954064744109,59.81468819643327
173,6.0,577.04323590181,2.0,4.0307006228063935,raresearcher,98.8036742439447,0.6602945396341696,17.0,0.1171513483949842,0.5367373230575138,21.19785646544251
174,7.0,451.9728318162002,4.0,76.58253938768908,frequentsearcher,,0.2351361441403631,28.0,0.21248815969867862,0.14440470304748454,67.85219790214202
175,,357.91928058581766,1.0,3.785284631709753,raresearcher,72.03712164732829,0.8355108997477527,,0.4961509078182296,0.7274904741124384,10.58992383523939
176,5.0,594.4132512382719,2.0,20.23394497078636,raresearcher,72.82144259497956,0.391366835222416,0.0,0.057084783943588124,0.4725417432194,74.02970575428989
177,7.0,527.1422395606108,9.0,111.0108322582526,occasionalsearcher,36.96373776667061,0.35387124137669634,17.0,0.05504105151054056,0.782308833435668,13.84821943897736
178,9.0,499.10322738285237,3.0,1.0996480017900674,occasionalsearcher,58.79002624757754,0.3505937418743956,24.0,,0.5265285714593276,9.607771183236446
179,9.0,404.2779546765634,1.0,14.59794924864063,raresearcher,,0.409060494278524,29.0,0.13640820543010995,0.09622947343464183,86.7588758294846
