trip_frequency,average_booking_value,destination_diversity,session_duration,search_behavior,Cluster,Cluster_0_Probability,Cluster_1_Probability,Cluster_2_Probability,Cluster_3_Probability,Cluster_4_Probability,Cluster_5_Probability,Cluster_6_Probability,Cluster_7_Probability,Cluster_8_Probability
6.0,771.026602061772,9.0,66.30744068133228,0,8,0.2507859806811093,5.650697137668322e-17,3.78315768604395e-42,0.017110744482823098,7.737341944903433e-09,1.9667078958339603e-26,7.199144212673758e-06,1.622103377537564e-09,0.7320960663324083
6.0,298.9732207133192,9.0,85.6975626148334,2,5,1.4509568271525047e-35,0.05117185114610082,0.00685931594938298,3.502503658702488e-14,0.0002973483528139306,0.9416593271069882,1.7695599423134935e-09,1.2155675118015157e-05,2.776868798897024e-22
7.0,714.0668112967824,4.0,31.07699818574115,0,8,0.006829060381477704,1.7429576840467293e-12,8.69405527289563e-35,0.21410640875791817,1.778939949482888e-07,7.88567427669529e-21,0.0017371369269699065,3.4385624218429404e-06,0.7773237774754747
4.0,541.8787313105527,4.0,24.03310620913078,0,7,9.701271562212516e-12,0.0023326355521454036,7.764968329194811e-17,0.04893019684755232,0.008378331824230154,7.620860457934962e-08,0.45084795434262553,0.48945791160699437,5.2893608147076165e-05
1.0,262.36426561201097,4.990620259826026,55.9890233860198,2,5,2.5867961272891948e-40,0.009492399001754543,0.08964588782755323,3.5825981930609274e-17,2.388925750895767e-07,0.900861058223436,1.398168034813603e-11,4.1604069778884866e-07,5.483743079160404e-26
5.0,653.0416900339312,8.0,10.090118740222106,0,3,3.123967775869115e-05,1.8339173603249796e-08,1.0206197092432886e-27,0.7360192722258739,6.419537311706212e-06,1.5909505577393428e-15,0.09474331728017564,0.0018278755352456938,0.1673718574044578
2.0,547.0250174291879,7.0,77.7871947093729,2,4,6.0046503285407705e-12,0.00044341042387164464,1.1270848119159678e-17,0.0251493219629759,0.8392972733136687,2.0526259234214726e-08,0.07179448906430443,0.06329255321692095,2.293148599323511e-05
3.0,598.7462945403182,6.0,11.028964863736292,0,6,4.469385099400047e-08,1.3487292251739754e-05,4.850336263322231e-22,0.4287324754563752,0.00025874971142191233,2.0254831358023907e-11,0.4936370796570287,0.07014488778327457,0.007213275385541479
2.0,828.2282790174825,2.0,82.49405332066975,1,0,0.919027097296779,3.8444574424974607e-22,3.9921247101754446e-50,0.00015915608662029723,6.365876309053771e-12,8.764394808952423e-33,5.623698800579359e-09,1.7027005867247198e-13,0.08081374098636723
5.0,210.5535178668983,3.0,11.93339214025256,0,2,3.480662293928954e-47,0.0002520659725466385,0.7943090160009502,9.424679857516943e-22,2.8333644204132743e-12,0.2054389167975354,6.4166047658732526e-15,1.226128301562404e-09,1.8614864496582097e-31
5.0,304.21467057652615,3.0,17.897407265718506,1,5,8.434124843780722e-35,0.12711702197122013,0.006707156533047993,8.924490889803173e-14,4.4385315237685284e-07,0.8660908669028478,1.2808112896321694e-08,8.449793153023107e-05,1.3575901287595908e-21
4.0,504.6363302238733,1.0,23.127848802106108,1,7,1.2107070966932944e-14,0.028589561887108712,8.459845108584028e-14,0.004000420906167011,0.010571650641265577,6.439292174218312e-06,0.17364919020367311,0.7831820136542738,7.234152402833338e-07
5.0,376.231182716347,9.0,8.508326075394326,1,1,2.0530067785605632e-26,0.8449357543460205,7.5519810350816e-06,7.545694920553576e-09,5.787029734523436e-05,0.12331471265899058,6.562144087677057e-05,0.031618481730033864,3.6744779352882065e-15
4.0,514.2460680468008,3.0,29.931223348062,1,7,7.798631146621171e-14,0.01663987118050071,1.5835956286441022e-14,0.009069872070520417,0.023253590598278476,2.445248796548693e-06,0.23187867348216634,0.7191530576256356,2.4897940079506037e-06
6.0,624.9904773638574,9.0,78.09327573378478,0,3,1.2729930860331866e-06,4.1810379471037134e-07,9.35510499562723e-25,0.7956923214247037,0.07183443363574392,3.2065430397903385e-13,0.09555309359030183,0.0042334077545747965,0.03268505249747399
10.0,496.97854451907926,5.0,45.17480950554379,1,7,4.904836588859291e-15,0.044462177935147174,3.315890350832554e-13,0.003423217227720433,0.13987156544959317,1.7513924941125603e-05,0.1295472915763846,0.6826778088603743,4.2502550390999876e-07
3.0,372.3547044608431,6.0,0.927526321141606,0,1,7.529129507089958e-27,0.8330057579111675,1.1673129858698439e-05,4.058467629716172e-09,2.0252638559371e-05,0.1399742537504372,4.898155323828505e-05,0.02693907695826786,1.7005656653915887e-15
5.0,524.3023645123394,6.0,37.49062321176932,1,7,5.484686468306221e-13,0.008772427294149678,2.494903504182264e-15,0.020791275693446836,0.052494660033590775,8.175980412843111e-07,0.2991006708388078,0.6188311570250163,8.991516397010841e-06
1.0,515.9159289391473,4.990620259826026,0.2559478312027915,2,7,5.684525021732761e-14,0.011546634669924321,7.638905248191616e-15,0.005689793461602513,0.0005774193272711767,1.1720530595540837e-06,0.22336319412067268,0.7588199160161534,1.8703512504254942e-06
1.0,552.3556049503853,8.0,9.754255003784294,2,6,3.583960412631513e-11,0.0010157926507687088,9.042982874098203e-18,0.06700930212147944,0.0011545332574606718,1.721670078246161e-08,0.49742889285468084,0.4332747240903374,0.00011673777273155668
6.0,504.6363302238733,5.0,29.931223348062,2,7,1.3654766542465027e-14,0.029388059874927826,8.557618726470802e-14,0.004653302746055568,0.022987000214270827,6.95953642280249e-06,0.17013749736332753,0.7728263592308571,8.210340385523507e-07
6.0,446.7771869445276,3.0,29.931223348062,2,7,1.8628801157670168e-19,0.4479756116863747,1.2632966099280475e-09,3.6370138749081376e-05,0.014191248546644502,0.0021349634269508698,0.013900810764842099,0.5217609937549248,4.1821832471819116e-10
4.0,651.7541541881887,4.0,23.32747745970681,2,3,2.172647835169244e-05,2.717502283403126e-08,2.2158500501190265e-27,0.7710376051562191,3.191537638314706e-05,2.996179067627307e-15,0.08786098743352888,0.001965422810307324,0.1390823155701842
5.0,405.7324178079782,4.0,71.41606870012485,1,1,2.0474698200178854e-23,0.6443268689685787,2.831886918697707e-07,3.8576465339462743e-07,0.2622770396289479,0.04064411407034894,0.00036774938164645706,0.05238355899662463,5.077380150039507e-13
5.0,401.5639435852093,9.0,1.181694946201782,2,1,7.216548399034401e-24,0.8387592148058917,3.719612426702279e-07,1.7557116806081914e-07,9.259747623409016e-05,0.03058484580306598,0.0006284759950675751,0.1299343183870425,2.8572317881416457e-13
5.0,526.6927143942706,7.0,54.24655664027275,1,7,8.034023093250119e-13,0.006474747027190205,1.504013412351971e-15,0.02465997683600559,0.3005403741965248,6.38657189314258e-07,0.2378976731423512,0.4304157717887538,1.081835118078168e-05
4.0,357.59201152487583,6.0,19.97693388981568,2,1,1.486598258689754e-28,0.6870134446074128,6.559026534776999e-05,4.987199774716063e-10,5.484424833076068e-05,0.3050794001289481,7.828430764875208e-06,0.007778891820475666,8.89516750820986e-17
5.0,850.9008456028503,1.0,28.058764300700787,1,0,0.976266662729657,2.1126179609641463e-24,1.092747428310878e-53,1.0996548258780497e-05,2.4749698109364573e-16,7.952916946711073e-36,4.0562067947267833e-10,6.067835777891429e-15,0.02372234031645807
3.0,342.63898641059285,3.0,31.18695107497671,0,5,3.612917695759071e-30,0.4764213209324538,0.0002839829946613047,5.736762217732533e-11,6.734738549590258e-05,0.5211022163346597,1.4021626472218983e-06,0.0021237301327162207,4.8961838224683604e-18
4.0,417.05237711196986,6.0,23.849521341797484,2,1,2.6130171678149655e-22,0.7770879663532615,6.749524173422128e-08,1.3222643929320505e-06,0.0025212665780975215,0.016505756196138595,0.001786480955674224,0.20209714015340502,3.7892498211609624e-12
4.0,466.3180299952059,7.0,7.9007498376411265,1,7,8.76103313096397e-18,0.17304195223070912,3.843385043522501e-11,0.00017377665861531381,0.001511907872572269,0.0002387218028446229,0.042297651974542924,0.7827359836505432,5.771737963059152e-09
7.0,593.3795614204302,6.0,2.494980166915388,2,6,1.854144227158869e-08,2.4764880269604467e-05,1.6690312221134736e-21,0.3356899063272368,0.0001139701802454543,4.317657283007971e-11,0.5537289590282387,0.10578126407481646,0.004661116924575449
7.0,422.4965981925512,6.0,85.6975626148334,1,4,3.3526331478539786e-22,0.15307094174860666,9.60925211539307e-09,9.964381808298338e-07,0.8151993637925457,0.004604148352041036,0.000367527285081924,0.02675701277153041,2.761077867346226e-12
5.0,472.5684557396061,9.0,15.94928849584912,0,7,4.1006019254646895e-17,0.13270668007517974,1.3663411339689949e-11,0.00037330143847128747,0.004554190462567458,0.000141563536614106,0.05973872715092404,0.8024855205851839,1.673739677800295e-08
7.0,428.13170416561474,6.0,12.110574577466188,2,1,3.249427298807296e-21,0.636011806247894,1.3686864450043385e-08,4.383161252454401e-06,0.0009995252443229501,0.006460141756878622,0.004631356780670454,0.35189277309816186,2.39560508896446e-11
6.0,550.8357175103629,9.0,29.931223348062,2,6,4.2765177904984387e-11,0.0012512636286940338,1.4342004351432585e-17,0.08975338570026002,0.013118039634859016,2.6871415288978174e-08,0.4883954686495306,0.4073406542921103,0.00014116118036713206
10.0,614.9935853485379,3.0,32.94776734056731,2,3,3.7113618234782073e-07,2.398627688213602e-06,1.573531655407365e-23,0.6706646617394622,0.001098812429308927,1.839523243663749e-12,0.28337883997446817,0.022451635067731936,0.02240328102331812
3.0,440.656974846596,5.0,82.1158273151545,0,4,1.3657713606799905e-20,0.08489433378252548,6.15357254693092e-10,5.569347673512124e-06,0.872995380652685,0.001000689640611503,0.0010743747656563522,0.04002965115995742,3.553369548299888e-11
7.0,653.5512002217674,9.0,23.795845996688985,1,3,3.152401230724872e-05,1.609702900471811e-08,9.176595691025972e-28,0.7599204110810752,2.568612671905799e-05,1.547838404305264e-15,0.07443968193944249,0.0014097926502945942,0.1641728880931302
5.0,504.6363302238733,4.0,80.60121499355988,2,4,2.0758456386385827e-15,0.0038168947206277306,1.5411564742639055e-14,0.0008706238615973614,0.9278769008107318,1.588420132615475e-06,0.013406118320459421,0.05402776307302725,1.1079340683458422e-07
2.0,445.95140188613175,9.0,8.741457969863044,2,7,1.2883584659468228e-19,0.39538969671128266,9.837437897255658e-10,2.670231304376746e-05,0.0011789051713282364,0.0016252420577179117,0.014199430451218052,0.5875800219932212,3.1844595761907193e-10
4.0,484.1027714381934,5.0,85.6975626148334,0,4,3.2267521977937474e-17,0.005743913755270266,2.4947157847173933e-13,0.00011192039858429193,0.9638771580293981,7.316275354556249e-06,0.003544816018904211,0.026714870019534948,5.502703800843857e-09
7.0,440.7131165577499,9.0,28.60078348552908,2,1,6.335048696415441e-20,0.5074623634339851,2.567848507652198e-09,2.2295112601840984e-05,0.010816162411067799,0.0031982538572123188,0.01027629437135517,0.4682246280446622,2.0126713498993603e-10
7.0,565.6775170281501,8.0,36.83998915566079,2,6,4.724935322877997e-10,0.00038120743423490145,7.996827336764947e-19,0.19709779965822818,0.019495122037729656,4.045702545829996e-09,0.5304144364868819,0.25200450505947103,0.000606924805256767
7.0,190.1916833530343,7.0,10.178779504814536,0,2,3.864236502631863e-50,2.955510420245619e-05,0.9340436097970007,8.949416080700797e-24,9.43332068149354e-14,0.06592683504620729,1.345654635224134e-16,5.249676608913635e-11,7.178892783226026e-34
3.0,565.7985913435884,9.0,62.95556232643297,0,6,4.810469295561897e-10,0.0002739833820403278,6.205189040524942e-19,0.19920268120884171,0.3271807409101788,3.973451622880728e-09,0.33602222370826296,0.13679674281018345,0.000523623525992771
6.0,560.1836265782462,7.0,3.00394785256816,2,6,1.2960934304156652e-10,0.0004917301454538457,1.6551728565456291e-18,0.09038696235294946,0.0003931282187292988,4.8688141213626845e-09,0.5535021907082386,0.3549677449006652,0.0002582386755394099
8.0,207.82078591687048,1.0,10.123128097459274,2,2,9.63248659460594e-48,0.00017819132782962994,0.8392361856560262,3.925228383562613e-22,1.1571505843323913e-12,0.16058562228081127,3.15073964236391e-15,7.341728767339915e-10,6.792610189826582e-32
5.0,613.9501096875268,1.0,36.26336901311032,1,3,3.116106194515662e-07,2.8478837859765593e-06,2.228776772851626e-23,0.6681037318001111,0.0018927663426026944,2.529804593292323e-12,0.2871769376594205,0.02327833329056032,0.019545071410369295
5.0,568.0878845783344,5.0,21.036704345559183,1,6,5.728412726835211e-10,0.00028637573993168353,4.267150840057338e-19,0.1710849318745903,0.0028862866322730443,2.310259319256285e-09,0.5726774154341105,0.2524244336714094,0.0006405537645842774
1.0,409.1966397234395,8.0,54.21344848523611,1,1,5.310010447325806e-23,0.8049854807476231,2.003032594454017e-07,6.840209813452271e-07,0.059612631223047975,0.03671908048928236,0.000731367294472002,0.09795055592022442,1.1089255380629665e-12
2.0,489.4047619833931,3.0,31.80145666814012,2,7,7.138383325012967e-16,0.07386425487384253,1.3984327074937055e-12,0.0014436186218258764,0.03007381782299053,4.1359006795693086e-05,0.09725542934123525,0.7973214064705316,1.138613779867882e-07
4.0,596.3573463992752,1.0,85.6975626148334,2,4,1.5068928191216852e-08,9.075952966455876e-06,7.921773283916939e-22,0.29324006660199925,0.5798452476660041,3.494846740052257e-11,0.10859598383508122,0.01566180996243968,0.0026478008776341564
6.0,223.0882882560233,9.0,2.7640462760100406,1,2,2.918590520631911e-45,0.0009995777816954703,0.6195011475738617,1.9675036733745903e-20,7.94300677762315e-12,0.37949926344537444,8.789372466303328e-14,1.1191037525333488e-08,7.447835415994861e-30
3.0,385.4602563629917,3.0,10.536636698632469,2,1,1.2289398156239992e-25,0.8693751509454712,3.1099965721179203e-06,1.9763664129739007e-08,0.00010504687629571219,0.08351999125732906,0.00012440674269583327,0.04687227441795877,1.350061196790593e-14
3.0,720.9464544426722,4.0,5.285703585677491,1,8,0.00976624575333282,7.485759170910382e-13,1.501067468078254e-35,0.15691396618598685,5.494984978197152e-09,1.890439467088503e-21,0.0015239368725453225,2.749231069449231e-06,0.8317930964613328
3.0,207.1803593839138,1.0,21.094404150238827,0,2,8.728352151299888e-48,0.0001583308336906155,0.8254582585097671,3.7531520203402517e-22,4.06490153685835e-12,0.17438341009716424,2.569399444963532e-15,5.553112674293364e-10,5.741728431673416e-32
4.0,441.31255525491935,7.0,19.880808168805384,0,7,7.550699028036045e-20,0.4779105605732346,2.1160406257309934e-09,2.218737939556929e-05,0.004473827222969958,0.002728942531605406,0.011944457879135586,0.5029200220798934,2.1772514284967453e-10
2.0,738.5857571743036,6.0,74.04065400914993,2,8,0.03423399379411564,3.1923159916099e-14,1.1984081230230096e-37,0.11103424699173227,1.4401889904337726e-06,6.921437810795287e-23,0.0001575394969193552,1.3253479464520414e-07,0.8545726469934167
6.0,481.978178832087,6.0,1.5803414195187595,0,7,1.8750696790300978e-16,0.07280309403721795,2.3887943861673527e-12,0.0005800013440052298,0.0007840354625381392,4.047882009745405e-05,0.08473334245599978,0.8410590033133061,4.456444576658069e-08
6.0,547.2564688422509,2.0,28.73064557283399,2,6,2.0269091316921414e-11,0.0018042832041607053,3.598663651740539e-17,0.06624835875889258,0.012238402464797923,4.6497814680686255e-08,0.4650697075463394,0.45455236212316946,8.683938455639599e-05
6.0,607.6175643420381,9.0,14.407662447094228,2,3,1.373119777878763e-07,5.3697031940518324e-06,6.845912329638094e-23,0.5446516921609164,0.00021830140953288106,5.1334086893073336e-12,0.3977028306903685,0.04378105135396187,0.013640617364916851
7.0,504.6363302238733,7.0,2.9101693312779164,2,7,9.910825917486453e-15,0.021600546245385908,5.119950347278678e-14,0.00295718611123556,0.0008089376331525695,3.7582170643065157e-06,0.16812710184941765,0.8065018409641549,6.289795274481418e-07
5.004448022126588,662.3151960418663,3.0,24.1260885794552,2,3,6.59147955626225e-05,6.516604920210515e-09,1.5550205473124656e-28,0.7271634348622144,1.4746425246672303e-05,4.1479086095694816e-16,0.05409989240095923,0.0008184130955373597,0.21783759190387414
8.0,609.5748172430879,8.0,47.25879103845124,0,3,2.3563000957869562e-07,3.4186085582245867e-06,3.9696374278567694e-23,0.6888298448025856,0.007485397263524615,4.077423426126633e-12,0.2646817880543501,0.02196312229377422,0.017036193343120343
10.0,777.9059809267521,5.0,68.74311735989923,0,8,0.34267190801761493,1.4413375746908665e-17,4.59881177015934e-43,0.010464747252460783,3.5793326779436747e-09,3.456816341038222e-27,3.349593403524569e-06,5.725877446451152e-10,0.6468599909846001
4.0,545.6511203283782,6.0,22.166281141824,1,6,1.648061603794081e-11,0.0017746430401427758,3.718102954811396e-17,0.05850117950394131,0.006019436229411379,4.686416798131354e-08,0.4670764699979008,0.46655370086019105,7.452348776348526e-05
5.0,664.6741693298924,2.0,53.305797890212965,2,3,7.952460838765936e-05,4.0488140269713015e-09,8.872161695801894e-29,0.7563539843157605,0.0002824117099905675,3.1356012079121895e-16,0.03125112116605386,0.00040364630994414686,0.21162930784104805
6.0,766.3123956354101,9.0,45.93397155870782,2,8,0.17491660537335008,1.8541811836830167e-16,2.0514242311542452e-41,0.022033039055025426,1.6463356287099336e-09,6.681129417159583e-26,1.599678927812718e-05,5.049123561166033e-09,0.8030343520868853
2.0,523.0747462724478,3.0,46.93193274276481,1,7,3.877820018636376e-13,0.010018823542142138,3.758168563488944e-15,0.019048589209744823,0.15674013847289808,1.1477304009465386e-06,0.25529367672135234,0.5588907210732065,6.9032498644921675e-06
5.0,638.3433297467877,4.0,50.038016208624526,1,3,5.41892092760481e-06,1.2130286881967377e-07,5.440295586320768e-26,0.8238491146591936,0.0015365829029158977,3.519280884748482e-14,0.1008173507174636,0.003211642981188578,0.07057976851540637
5.0,492.904709918813,6.0,33.318130884885186,1,7,1.887847415167102e-15,0.0566956379288661,6.423918790001569e-13,0.0021945018323936537,0.037671241701308304,2.5709827593812962e-05,0.11960438744564013,0.7838082994014569,2.2186209628715381e-07
10.5,336.06068880091175,6.0,1.7650905860778945,2,5,7.341980405710924e-31,0.4914470670430776,0.0005172675290705853,2.1067998534438423e-11,1.5197068583122e-06,0.5057371514132005,1.0642753743564149e-06,0.0022959300113523365,1.7067171238976035e-18
4.0,505.453372731054,6.0,8.551891235470809,2,7,1.1136513470210102e-14,0.022767740649308386,5.253595456340184e-14,0.0033436101444112615,0.0016681977757482772,4.190495647409637e-06,0.16983469336565807,0.8023808921215693,6.754475930951836e-07
2.0,537.0602861923711,4.990620259826026,85.6975626148334,1,4,4.729958093759215e-13,0.00033425172080045045,2.9091134730327863e-17,0.005663729523022022,0.9470045164828833,2.8178697303042683e-08,0.021541960997459166,0.025452356722730572,3.1563739338752685e-06
6.0,534.7680247574979,3.0,58.88892337382947,2,4,2.4650232966044444e-12,0.003665225661349958,3.751111518434739e-16,0.034859262073047,0.3902227209500212,2.500492693728633e-07,0.23622945400883577,0.3350018741610433,2.1213093969594904e-05
6.0,510.05869806601214,9.0,10.15759167493393,1,7,3.407806494556104e-14,0.01615548951095669,1.9695924304039298e-14,0.0053319339451942714,0.0020737177096013487,2.3036366636417227e-06,0.20962904550816697,0.7668060814744225,1.4282149404849672e-06
5.0,707.2465069953039,3.0,17.773229499226066,0,8,0.003976865043870247,6.2122376827315236e-12,6.607866686415186e-34,0.26489206320107384,9.486915088385548e-08,3.552904213466481e-20,0.0036178038237789623,9.698941814457844e-06,0.7275034741141003
4.0,432.3971610975784,5.0,17.466426719517965,1,1,8.771046352542718e-21,0.600010263940838,8.075715251429237e-09,7.495655150217303e-06,0.002342050327203417,0.005343945626653144,0.006183414129204961,0.3861128221979548,4.7279717090963244e-11
7.0,541.540121877401,1.0,16.3473266614941,1,7,7.511036596738415e-12,0.0023528942775664394,8.403988348002945e-17,0.03982272751025309,0.003055638322580092,7.012689561147942e-08,0.44018910208214357,0.5145345934333767,4.497423967368239e-05
8.0,544.433330400878,6.0,80.24073399756938,1,4,4.038396686365001e-12,0.0003784170033161611,1.2657950903304003e-17,0.018323320362837615,0.8772678971414487,1.906724615192371e-08,0.05569167495427214,0.04832201826973952,1.665319710252347e-05
2.0,527.572667006073,3.0,29.931223348062,2,7,6.72508275668982e-13,0.007532568193339616,1.551702193289638e-15,0.02069257989139472,0.020169367786834525,5.715222985201075e-07,0.3114517265751925,0.6401432258745126,9.96015575319254e-06
7.0,504.6363302238733,2.0,23.55720396320033,0,7,1.564395625313352e-14,0.02675759397639887,7.405838631202474e-14,0.004411263473520605,0.01143605603687568,5.799266316409598e-06,0.18640473071726302,0.7709836888723808,8.676571549342296e-07
10.5,125.34432565475636,1.0,15.083039646435765,0,2,2.9351900979583047e-60,1.3078068141539882e-08,0.9991421590659555,8.117380353091375e-31,1.8950649348093558e-18,0.000857827855976388,1.6234280502258688e-22,6.56090929059502e-16,3.115917625482681e-42
10.0,643.8588625027987,8.0,8.924332458183542,1,3,1.1884833243954314e-05,6.072971915678315e-08,9.993136638497629e-27,0.7401190909779128,1.035925404159613e-05,7.932867223878355e-15,0.13953590729395476,0.0038231233279547878,0.11649957358316411
4.0,504.6363302238733,2.0,58.821650081552505,0,4,1.269281270262947e-14,0.020843428749288292,7.233965376106368e-14,0.004333473463271184,0.48864720887913105,6.868334568913038e-06,0.09980353052928405,0.38636483677010613,6.532742667588786e-07
5.0,824.2778039011827,9.0,53.92014050890934,0,0,0.9014045854937396,6.490117181370816e-22,7.513948504117537e-50,0.00017694166390014315,4.053581487659466e-13,1.2643834473119424e-32,1.0918707321445499e-08,3.6935249571830167e-13,0.09841846192287888
3.0,504.6363302238733,2.0,45.49255769997302,0,7,1.655404666092246e-14,0.030108365765134648,9.705023919767758e-14,0.0055183946665558195,0.15539424426376877,8.687359779215382e-06,0.1604429232580036,0.6485264987900466,8.858965978474837e-07
6.0,504.6363302238733,1.0,18.30001133391505,0,7,1.3711331563873587e-14,0.025935019175503872,7.13445719099266e-14,0.003913835137981789,0.006013676467143785,5.3804791462687465e-06,0.18384757611611294,0.7802837341887782,7.784352498654141e-07
8.0,497.5628150584656,9.0,51.37245447737008,2,7,4.698518114690397e-15,0.03982336323796238,2.7777492978395005e-13,0.003466507231826464,0.255560192578545,1.667605234593022e-05,0.10982115732088374,0.5913116998654115,4.037127437347736e-07
6.0,616.9744619608233,4.0,85.6975626148334,0,3,3.9335144294115054e-07,1.0167011118530141e-06,6.773527911424824e-24,0.631756181055652,0.2478961879271835,1.2921918815583861e-12,0.09781467586907343,0.005790741443806318,0.016740803650438063
3.0,469.9283455446396,7.0,23.470077012886776,0,7,2.4297662883350036e-17,0.16651101470903562,2.5757743464898965e-11,0.000322322399243553,0.011278514026437718,0.0002270036531828026,0.051817268854342714,0.7698438646297766,1.1702222502751354e-08
6.0,505.3565165916765,6.0,57.81008928832176,2,7,1.4298559365630937e-14,0.021973633042231728,6.802046850192823e-14,0.004924838970971526,0.43012480860220115,6.776523791656541e-06,0.10645255190581734,0.43651662911517547,7.618397288657203e-07
